Class_Name,Description,Type,id,Professor,,Unit,Attributes,Subject,Number,Unit,mon,tues,wed,thur,fri,start_time,end_time,,,,,,,,,,,,
HISTORY 279,MODERN TERRORISM,lec,1,Martin A Miller,,1,"CCI,SIGNATURE,C,CZ",HISTORY,279,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
HISTORY 289S,DECOLONIZATION,lec,1,Jessica Namakkal,,1,"CCI,EI,C,CZ,SS",HISTORY,289,1,FALSE,FALSE,TRUE,FALSE,FALSE,1:25PM,4:20PM,,,,,,,,,,,,
HISTORY 297,THE HOLOCAUST,lec,1,Departmental Staff,,1,"CCI,EI,STS,C,CZ",HISTORY,297,1,FALSE,FALSE,TRUE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
HISTORY 305,HISTORY INT FIN & MON CRISES,lec,1,Giovanni Zanalda,,1,"EI,C,CZ,SS",HISTORY,305,1,FALSE,FALSE,FALSE,TRUE,FALSE,1:25PM,3:55PM,,,,,,,,,,,,
HISTORY 307,HISTORY OF ECONOMIC THOUGHT,lec,1,Jason Samuel Brent,,1,"CCI,R,W,C,SS",HISTORY,307,1,TRUE,FALSE,TRUE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
HISTORY 308S,ADAM SMITH & NATURAL LIBERTY,lec,1,Kevin D. Hoover,,1,"STS,C,SS",HISTORY,308,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
HISTORY 316S,THE ATLANTIC SLAVE TRADE,lec,1,Barry Gaspar,,1,"CCI,R,C,CZ",HISTORY,316,1,TRUE,FALSE,TRUE,FALSE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
HISTORY 318,CARIBBEAN 1492-1700,lec,1,Barry Gaspar,,1,"CCI,C,CZ",HISTORY,318,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
HISTORY 325,"DENIAL, FAITH, REASON",lec,1,Dirk Philipsen,,1,"EI,C",HISTORY,325,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
HISTORY 328,GLOBAL BRAZIL,lec,1,John D French,,1,"CCI,C,CZ,SS",HISTORY,328,1,FALSE,TRUE,FALSE,TRUE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
HISTORY 331S,ILLIBERAL NONDEMOCRACIES,lec,1,Mustafa O Tuna,,1,"CCI,C,CZ,SS",HISTORY,331,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
HISTORY 333S,SOCIAL ENGINEERING & MOVEMENTS,lec,1,Mustafa O Tuna,,1,"CCI,EI,C,CZ,SS",HISTORY,333,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
HISTORY 336,NORTH AMERICA TO 1760,lec,1,Juliana Barr,,1,"CCI,CZ,SS",HISTORY,336,1,TRUE,FALSE,FALSE,FALSE,FALSE,1:25PM,4:20PM,,,,,,,,,,,,
HISTORY 352,IMMIGRANT DREAMS/US REALITIES,lec,1,Gunther W Peck,,1,"CCI,EI,C,CZ,SS",HISTORY,352,1,FALSE,FALSE,TRUE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
HISTORY 357S,THE INSURGENT SOUTH,lec,1,Nancy K MacLean,,1,"C,CZ,SS",HISTORY,357,1,TRUE,FALSE,FALSE,FALSE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
HISTORY 362,U S POLITICAL HST 1900-PRESENT,lec,1,John Reeve Huston,,1,"CZ,SS",HISTORY,362,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
HISTORY 379S,GEOPOLITICS AND CULTURE,lec,1,Erdag M Goknar,,1,"CCI,C,ALP,CZ",HISTORY,379,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
HISTORY 380S,ISLAM MYS:PERSO-IND/EAST,lec,1,Mona F Hassan,,1,"CCI,EI,C,CZ",HISTORY,380,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
HISTORY 384,CHINA SINCE 1949,lec,1,Nicole Elizabeth Barnes,,1,"CCI,CZ,SS",HISTORY,384,1,FALSE,TRUE,FALSE,FALSE,FALSE,1:25PM,4:55PM,,,,,,,,,,,,
HISTORY 385S,WHITE PEOPLE,lec,1,James Lorand Matory,,1,"CCI,R,C,CZ,SS",HISTORY,385,1,FALSE,TRUE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
HISTORY 386S,APARTHEID S-AFRICA/DEMOCRACY,lec,1,Karin Shapiro,,1,"CCI,EI,R,C,CZ,SS",HISTORY,386,1,TRUE,FALSE,FALSE,FALSE,FALSE,1:25PM,3:55PM,,,,,,,,,,,,
HISTORY 454S,CAP SEM: GLOBALIZATION ASIA,lec,1,Sucheta Mazumdar,,1,"CCI,R,STS,C,CZ,SS",HISTORY,454,1,FALSE,FALSE,FALSE,TRUE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
HISTORY 470S,CAP SEM: LEADERSHP IN AMER HST,lec,1,Gerald L Wilson,,1,"EI,R,CZ",HISTORY,470,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
HISTORY 472S,,lec,1,Anna Krylova,,1,"CCI,R,STS,CZ",HISTORY,472,1,FALSE,TRUE,FALSE,TRUE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
HISTORY 473,TWO KOREAS,lec,1,Nayoung Aimee Kwon,,1,"CCI,C,ALP,CZ",HISTORY,473,1,FALSE,TRUE,FALSE,TRUE,FALSE,6:15PM,7:30PM,,,,,,,,,,,,
HISTORY 495S,SENIOR THESIS SEMINAR,lec,1,Simon C Partner,,1,"R,W,CZ",HISTORY,495,1,FALSE,TRUE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
HISTORY 89S,FIRST-YEAR SEMINAR (TOP),lec,1,Sumathi Ramaswamy,,1,,HISTORY,89,1,TRUE,FALSE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
HISTORY 89S,FIRST-YEAR SEMINAR (TOP),lec,2,Peter H Sigal,,1,,HISTORY,89,1,TRUE,FALSE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
HUMANDEV 224,HUMAN DEVELOPMENT,lec,1,Departmental Staff,,1,"CCI,EI,R,C,SS",HUMANDEV,224,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
I&E 261,SOCIAL INNOVATION,lec,1,Matthew T Nash,,1,"EI,C,SS",I&E,261,1,FALSE,FALSE,TRUE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
I&E 261,SOCIAL INNOVATION,lec,2,Matthew T Nash,,1,"EI,C,SS",I&E,261,1,FALSE,FALSE,TRUE,FALSE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
I&E 263S,PROBLEM SOLVING GLOBAL HEALTH,lec,1,Dennis A Clements,,1,"C,SS",I&E,263,1,FALSE,FALSE,FALSE,TRUE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
I&E 302,FIELDWORK METHODS,lec,1,Diane M Nelson,,1,"EI,R,W,SS",I&E,302,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
I&E 311S,LEGAL ISSUES - PERFORMING ARTS,lec,1,Daniel M Ellison,,1,"EI,C,SS",I&E,311,1,FALSE,FALSE,TRUE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
I&E 375,ECON OF ENTREPRENEURSHIP,lec,1,Grace Kim,,1,"C,SS",I&E,375,1,TRUE,FALSE,TRUE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
I&E 395,NEW VENTURES 2,lec,1,Jamie N Jones,,1,C,I&E,395,1,TRUE,FALSE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
ICS 101,INTRO TO CULTURAL ANTHRO,lec,1,Christine Folch,,1,"CCI,C,CZ,SS",ICS,101,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ICS 102,INTRODUCTION TO DANCE,lec,1,Purnima Shah,,1,"CCI,C,ALP",ICS,102,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
ICS 110,INTRO TO AFRICAN STUDIES,lec,1,Charles D Piot,,1,"CCI,C,ALP,CZ",ICS,110,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
ICS 111,TRADITIONS IN DOC STUDIES,lec,1,Christopher Wilson Sims,,1,"CCI,C,ALP",ICS,111,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ICS 121,INTRO CONTEM LATIN AMER,lec,1,Gabriela Goldin Marcovich,,1,"CCI,C,CZ",ICS,121,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
ICS 128FS,HUMAN RIGHTS & WORLD POLITICS,lec,1,Juliette Duara,,1,"EI,C,SS",ICS,128,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
ICS 179S,GTWY SEM-CAPITALISM & CRITICS,lec,1,John Reeve Huston,,1,"EI,R,W,C,CZ",ICS,179,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
ICS 195,COMP APPR GLOBAL ISSUES,lec,1,Deonte L. Harris,,1,"CCI,W,C,CZ,SS",ICS,195,1,TRUE,FALSE,TRUE,FALSE,TRUE,1:40PM,2:40PM,,,,,,,,,,,,
ICS 208,TRANSNATIONAL FEMINISM,lec,1,Frances S Hasso,,1,"CCI,EI,R,C,SS",ICS,208,1,FALSE,TRUE,FALSE,TRUE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
ICS 209S,THE ATLANTIC SLAVE TRADE,lec,1,Barry Gaspar,,1,"CCI,R,C,CZ",ICS,209,1,TRUE,FALSE,TRUE,FALSE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
ICS 212,MODERN EUROPEAN SHORT FICTION,lec,1,Saskia Ziolkowski,,1,"CCI,EI,C,ALP,CZ",ICS,212,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ICS 213S,COMPARATIVE URBAN POLITICS,lec,1,"Kerry L Haynie, Ralph Bruce Lawrence",,1,"CCI,EI,C,SS",ICS,213,1,FALSE,FALSE,FALSE,TRUE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
ICS 215,GENDER IN DANCE AND THEATRE,lec,1,Purnima Shah,,1,"CCI,C,ALP,CZ",ICS,215,1,TRUE,FALSE,TRUE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
ICS 216,GENDER AND SOCIALISM,lec,1,Anna Krylova,,1,"CCI,EI,C,CZ,SS",ICS,216,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
ICS 217S,GEOPOLITICS AND CULTURE,lec,1,Erdag M Goknar,,1,"CCI,C,ALP,CZ",ICS,217,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
ICS 256S,SHAMANISM & SPIRIT POSESSION,lec,1,John R Freeman,,1,"CCI,EI,R,C,CZ,SS",ICS,256,1,TRUE,FALSE,TRUE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
ICS 262,SCREENING COLD WAR ESPIONAGE,lec,1,Beth Holmgren,,1,"CCI,EI,C,ALP,CZ",ICS,262,1,TRUE,FALSE,FALSE,FALSE,FALSE,6:15PM,8:45PM,,,,,,,,,,,,
ICS 268,MODERN AFRICA,lec,1,Departmental Staff,,1,"CCI,C,CZ,SS",ICS,268,1,FALSE,FALSE,TRUE,FALSE,TRUE,8:30AM,9:45AM,,,,,,,,,,,,
ICS 271,BUSINESS ETHICS,lec,1,Wayne John Norman,,1,"EI,C,SS",ICS,271,1,TRUE,FALSE,FALSE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
ICS 275S,"LEFT, RIGHT, AND CENTER",lec,1,Departmental Staff,,1,"CCI,EI,C,SS",ICS,275,1,FALSE,FALSE,TRUE,FALSE,FALSE,8:30AM,11:00AM,,,,,,,,,,,,
ICS 276,MODERN TERRORISM,lec,1,Martin A Miller,,1,"CCI,SIGNATURE,C,CZ",ICS,276,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
ICS 289S,NATIONALISM AND EXILE,lec,1,Martin A Miller,,1,"CCI,R,C,CZ",ICS,289,1,FALSE,TRUE,FALSE,FALSE,FALSE,6:15PM,8:45PM,,,,,,,,,,,,
ICS 302,GLOBAL CHINESE CITIES,lec,1,Carlos Rojas,,1,"CCI,C,ALP,CZ",ICS,302,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ICS 305,HISTORY INT FIN & MON CRISES,lec,1,Giovanni Zanalda,,1,"EI,C,CZ,SS",ICS,305,1,FALSE,FALSE,FALSE,TRUE,FALSE,1:25PM,3:55PM,,,,,,,,,,,,
ICS 307S,POL ECON OF FINANCIAL CRISES,lec,1,Karen Remmer,,1,"C,SS",ICS,307,1,FALSE,FALSE,TRUE,FALSE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
ICS 320S,SOCIAL MOVEMENTS/SOCIAL MEDIA,lec,1,Negar Mottahedeh,,1,"CCI,EI,STS,C,ALP,CZ",ICS,320,1,FALSE,FALSE,TRUE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
ICS 323,MYSTICAL LITERATURE,lec,1,Omid Safi,,1,"CCI,C,ALP",ICS,323,1,FALSE,FALSE,TRUE,FALSE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
ICS 328,ANTHROPOLOGY OF MONEY,lec,1,Charles D Piot,,1,"CCI,EI,C,CZ,SS",ICS,328,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ICS 332S,GLBL DISPLACEMENT: VOIX FRANC,lec,1,Deborah S Reisinger,,1,"CCI,EI,FL,SL,C,CZ,SS",ICS,332,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ICS 333S,STORYWORLDS,lec,1,Eileen Chow,,1,"CCI,C,ALP,CZ",ICS,333,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ICS 335S,DECOLONIZATION,lec,1,Jessica Namakkal,,1,"CCI,EI,C,CZ,SS",ICS,335,1,FALSE,FALSE,TRUE,FALSE,FALSE,1:25PM,4:20PM,,,,,,,,,,,,
ICS 336,CHINATOWNS: A CULTURAL HISTORY,lec,1,Eileen Chow,,1,"CCI,R,C,ALP,CZ",ICS,336,1,FALSE,FALSE,TRUE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
ICS 344S,OUR CULINARY CULTURES,lec,1,Kelly L Alexander,,1,"CCI,W,C,ALP",ICS,344,1,FALSE,FALSE,FALSE,FALSE,TRUE,10:05AM,12:35PM,,,,,,,,,,,,
ICS 346S,ILLIBERAL NONDEMOCRACIES,lec,1,Mustafa O Tuna,,1,"CCI,C,CZ,SS",ICS,346,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
ICS 348,WOMEN IN THE ECONOMY,lec,1,Genna R Miller,,1,"CCI,EI,R,C,SS",ICS,348,1,FALSE,FALSE,TRUE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
ICS 353,LIFE AND DEATH,lec,1,Anne Allison,,1,"CCI,EI,C,CZ,SS",ICS,353,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ICS 369,GLOBAL APPLE,lec,1,Ralph A Litzinger,,1,"EI,STS,C,CZ,SS",ICS,369,1,TRUE,FALSE,TRUE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
ICS 377S,CONTEMPORARY NOVEL,lec,1,Nancy Armstrong,,1,"C,ALP",ICS,377,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
ICS 379,EMERGING MARKETS,lec,1,Ronald L Leven,,1,"CCI,EI,C,CZ,SS",ICS,379,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ICS 380S,ISLAM MYS:PERSO-IND/EAST,lec,1,Mona F Hassan,,1,"CCI,EI,C,CZ",ICS,380,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ICS 389,BUDDHISM AND SEXUALITY,lec,1,David N Need,,1,"CCI,EI,C,CZ",ICS,389,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
ICS 395,LANGUAGE AND SOCIETY,lec,1,Gail L Clements,,1,"CCI,C,SS",ICS,395,1,TRUE,FALSE,TRUE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
ICS 397,GLOBAL HEALTH ETHICS,lec,1,Kathryn Whetten,,1,"EI,C,SS",ICS,397,1,FALSE,TRUE,FALSE,TRUE,FALSE,8:30AM,9:45AM,,,,,,,,,,,,
ICS 399,GLOBAL RUSSIA,lec,1,Michael Newcity,,1,"CCI,EI,C,CZ,SS",ICS,399,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
ICS 410S,TRAUMA IN ASIA,lec,1,Nayoung Aimee Kwon,,1,"CCI,C,ALP,CZ",ICS,410,1,FALSE,FALSE,FALSE,TRUE,FALSE,11:45AM,2:15PM,,,,,,,,,,,,
ICS 412S,CAP SEM: GLOBALIZATION ASIA,lec,1,Sucheta Mazumdar,,1,"CCI,R,STS,C,CZ,SS",ICS,412,1,FALSE,FALSE,FALSE,TRUE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
ICS 424-1,MEDICAL ANTHROPOLOGY,lec,1,Diane M Nelson,,1,"CCI,EI,STS,C,SS",ICS,424,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
ICS 452,ECONOMIC GROWTH,lec,1,Pietro Peretto,,1,"CCI,R,C,SS",ICS,452,1,FALSE,FALSE,FALSE,TRUE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
ICS 489S,CAPSTONE: GLOBAL STUDIES,lec,1,Departmental Staff,,1,"CCI,R,W,CZ,SS",ICS,489,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ICS 489S,CAPSTONE: GLOBAL STUDIES,lec,2,Departmental Staff,,1,"CCI,R,W,CZ,SS",ICS,489,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
ICS 495S,SENIOR HONORS SEMINAR,lec,1,Catherine Mathers,,1,"CCI,R,W,CZ,SS",ICS,495,1,FALSE,TRUE,FALSE,FALSE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
ISS 110,"INFORMATION, SOCIETY & CULTURE",lec,1,Astrid A Giugni,,1,"STS,C,CZ",ISS,110,1,TRUE,FALSE,FALSE,FALSE,FALSE,8:30AM,11:00AM,,,,,,,,,,,,
ISS 112,THE GOOGLIZATION OF KNOWLEDGE,lec,1,"Hannah N Rozear, Linda Daniel",,1,"EI,R,STS,C,SS",ISS,112,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
ISS 198,EXPERIMENTAL INTERFACE DESIGN,lec,1,William Seaman,,1,"STS,C,ALP",ISS,198,1,FALSE,FALSE,TRUE,FALSE,FALSE,11:45AM,2:15PM,,,,,,,,,,,,
ISS 268,MEDIA HISTORY: OLD AND NEW,lec,1,Victoria E Szabo,,1,"STS,W,C,ALP,SS",ISS,268,1,TRUE,FALSE,FALSE,FALSE,FALSE,11:45AM,2:15PM,,,,,,,,,,,,
ISS 279S,VISUAL CULTURES OF MEDICINE,lec,1,Jules Odendahl-James,,1,"STS,C,ALP",ISS,279,1,FALSE,FALSE,TRUE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
ISS 305L,VIRTUAL MUSEUMS,lec,1,Maurizio Forte,,1,"R,STS,C,ALP",ISS,305,1,FALSE,TRUE,FALSE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
ISS 305L,VIRTUAL MUSEUMS,lab,1,Maurizio Forte,,1,"R,STS,C,ALP",ISS,305,0,FALSE,FALSE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
ISS 315,MAPPING HISTORY WITH GIS,lec,1,Timothy D Shea,,1,"STS,C,CZ",ISS,315,1,TRUE,FALSE,FALSE,FALSE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
ISS 320S,UNITY 3D PROG./INT. DESIGN,lec,1,David John Zielinski,,1,"STS,C",ISS,320,1,FALSE,TRUE,FALSE,FALSE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
ISS 323S,SOCIAL MOVEMENTS/SOCIAL MEDIA,lec,1,Negar Mottahedeh,,1,"CCI,EI,STS,C,ALP,CZ",ISS,323,1,FALSE,FALSE,TRUE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
ISS 366L,DATA VISUALIZATION,lec,1,Fiene Leunissen,,1,"R,STS,C",ISS,366,1,FALSE,TRUE,FALSE,FALSE,FALSE,8:30AM,9:45AM,,,,,,,,,,,,
ISS 366L,DATA VISUALIZATION,lab,1,Fiene Leunissen,,1,"R,STS,C",ISS,366,0,FALSE,FALSE,FALSE,TRUE,FALSE,8:30AM,9:45AM,,,,,,,,,,,,
ISS 435S,CHINESE MEDIA AND POP CULTURE,lec,1,Kang Liu,,1,"CCI,C,SS",ISS,435,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
ITALIAN 101,ELEMENTARY ITALIAN 1,lec,1,Departmental Staff,,1,FL,ITALIAN,101,1,FALSE,TRUE,FALSE,TRUE,FALSE,8:30AM,9:45AM,,,,,,,-,9:30AM,,,,
ITALIAN 101,ELEMENTARY ITALIAN 1,lec,2,Departmental Staff,,1,FL,ITALIAN,101,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:05AM,,,,,,,-,11:20AM,,,,
ITALIAN 101,ELEMENTARY ITALIAN 1,lec,3,Departmental Staff,,1,FL,ITALIAN,101,1,TRUE,FALSE,TRUE,FALSE,FALSE,11:45AM,12:45PM,,,,,,,-,1:00PM,,,,
ITALIAN 101,ELEMENTARY ITALIAN 1,lec,4,Departmental Staff,,1,FL,ITALIAN,101,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:05PM,,,,,,,-,4:20PM,,,,
ITALIAN 101,ELEMENTARY ITALIAN 1,lec,5,Departmental Staff,,1,FL,ITALIAN,101,1,TRUE,FALSE,TRUE,FALSE,FALSE,8:30AM,9:30AM,,,,,,,-,9:45AM,,,,
ITALIAN 102,ELEMENTARY ITALIAN 2,lec,1,Departmental Staff,,1,FL,ITALIAN,102,1,TRUE,FALSE,TRUE,FALSE,FALSE,8:30AM,9:30AM,,,,,,,-,9:45AM,,,,
ITALIAN 102,ELEMENTARY ITALIAN 2,lec,3,Departmental Staff,,1,FL,ITALIAN,102,1,TRUE,FALSE,TRUE,FALSE,FALSE,11:45AM,12:45PM,,,,,,,-,1:00PM,,,,
ITALIAN 102,ELEMENTARY ITALIAN 2,lec,4,Departmental Staff,,1,FL,ITALIAN,102,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:25PM,,,,,,,-,2:40PM,,,,
ITALIAN 102,ELEMENTARY ITALIAN 2,lec,5,Departmental Staff,,1,FL,ITALIAN,102,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:05PM,,,,,,,-,4:20PM,,,,
ITALIAN 112,ACCELERATED ELEMENTARY ITALIAN,lec,1,Departmental Staff,,1,FL,ITALIAN,112,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:25PM,,,,,,,-,2:40PM,,,,
ITALIAN 203,INTERMEDIATE ITALIAN,lec,1,Departmental Staff,,1,"FL,CZ",ITALIAN,203,1,TRUE,FALSE,TRUE,FALSE,TRUE,8:45AM,9:45AM,,,,,,,,,,,,
ITALIAN 203,INTERMEDIATE ITALIAN,lec,2,Departmental Staff,,1,"FL,CZ",ITALIAN,203,1,TRUE,FALSE,TRUE,FALSE,TRUE,10:20AM,11:20AM,,,,,,,,,,,,
ITALIAN 203,INTERMEDIATE ITALIAN,lec,3,Departmental Staff,,1,"FL,CZ",ITALIAN,203,1,TRUE,FALSE,TRUE,FALSE,TRUE,12:00PM,1:00PM,,,,,,,,,,,,
ITALIAN 203,INTERMEDIATE ITALIAN,lec,4,Departmental Staff,,1,"FL,CZ",ITALIAN,203,1,TRUE,FALSE,TRUE,FALSE,TRUE,1:40PM,2:40PM,,,,,,,,,,,,
ITALIAN 203,INTERMEDIATE ITALIAN,lec,5,Departmental Staff,,1,"FL,CZ",ITALIAN,203,1,TRUE,FALSE,TRUE,FALSE,TRUE,3:20PM,4:20PM,,,,,,,,,,,,
ITALIAN 203,INTERMEDIATE ITALIAN,lec,6,Departmental Staff,,1,"FL,CZ",ITALIAN,203,1,TRUE,FALSE,TRUE,FALSE,TRUE,10:20AM,11:20AM,,,,,,,,,,,,
ITALIAN 220,MODERN EUROPEAN SHORT FICTION,lec,1,Saskia Ziolkowski,,1,"CCI,EI,C,ALP,CZ",ITALIAN,220,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
ITALIAN 301S,INTRO TO ITALIAN CULTURE,lec,1,Departmental Staff,,1,"CCI,FL,W,ALP",ITALIAN,301,1,TRUE,FALSE,TRUE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
ITALIAN 388S,"FOOD, CULTURE, & SOCIETY",lec,1,Luciana Fellin,,1,"CCI,EI,C,CZ,SS",ITALIAN,388,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
JEWISHST 101,ELEMENTARY MODERN HEBREW,lec,1,Departmental Staff,,1,"FL,C",JEWISHST,101,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
JEWISHST 101,ELEMENTARY MODERN HEBREW,dis,1,Departmental Staff,,1,"FL,C",JEWISHST,101,0,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:15PM,,,,,,,,,,,,
JEWISHST 148,ISRAEL/PALESTINE,lec,1,"Erika S Weinthal, Rebecca Stein",,1,"CCI,EI,C,SS",JEWISHST,148,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
JEWISHST 190FS,SP TOP: FOCUS PROGRAM,lec,1,Marc Zvi Brettler,,1,,JEWISHST,190,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
JEWISHST 190FS,SP TOP: FOCUS PROGRAM,lec,2,Malachi H Hacohen,,1,,JEWISHST,190,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
