Class_Name,Description,Type,id,Professor,,Unit,Attributes,Subject,Number,Unit,mon,tues,wed,thur,fri,start_time,end_time,,,,,,,,,,,,
CHINESE 203,INTERMEDIATE CHINESE,dis,2,"Shu-Ting Hsu, Ya-Chuan Chou",,1,FL,CHINESE,203,0,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
CHINESE 203,INTERMEDIATE CHINESE,dis,3,Yan Liu,,1,FL,CHINESE,203,0,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
CHINESE 305D,ADVANCED CHINESE,lec,1,Shu Zhang,,1,"CCI,FL,CZ",CHINESE,305,1,FALSE,FALSE,TRUE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
CHINESE 305D,ADVANCED CHINESE,lec,2,Chi-Ju Hsieh,,1,"CCI,FL,CZ",CHINESE,305,1,FALSE,FALSE,TRUE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
CHINESE 305D,ADVANCED CHINESE,dis,1,Chi-Ju Hsieh,,1,"CCI,FL,CZ",CHINESE,305,0,TRUE,FALSE,FALSE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
CHINESE 305D,ADVANCED CHINESE,dis,2,Shu Zhang,,1,"CCI,FL,CZ",CHINESE,305,0,TRUE,FALSE,FALSE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
CHINESE 331D,MODERN CHINESE MEDIA,lec,1,Tianshu He,,1,"CCI,FL,CZ",CHINESE,331,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:25PM,,,,,,,,,,,,
CHINESE 331D,MODERN CHINESE MEDIA,dis,1,Departmental Staff,,1,"CCI,FL,CZ",CHINESE,331,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:25PM,2:25PM,,,,,,,,,,,,
CHINESE 332,CHINESE TRANSLATION,lec,1,Yan Liu,,1,"CCI,FL",CHINESE,332,1,FALSE,TRUE,FALSE,TRUE,FALSE,11:45AM,1:15PM,,,,,,,,,,,,
CHINESE 333,ADV CHN: BIL LEARNERS,lec,1,Shu-Ting Hsu,,1,"CCI,FL,ALP,CZ",CHINESE,333,1,FALSE,TRUE,FALSE,FALSE,FALSE,8:30AM,10:00AM,,,,,,,,,,,,
CHINESE 333,ADV CHN: BIL LEARNERS,dis,1,Shu-Ting Hsu,,1,"CCI,FL,ALP,CZ",CHINESE,333,0,FALSE,FALSE,FALSE,TRUE,FALSE,8:30AM,10:00AM,,,,,,,,,,,,
CHINESE 407S,ISSUES IN CHINESE LANG/SOC I,lec,1,Shu-Ting Hsu,,1,"CCI,FL,ALP,CZ",CHINESE,407,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
CHINESE 435S,CHINESE IN THE HUMANITIES I,lec,1,Departmental Staff,,1,"CCI,FL,ALP",CHINESE,435,1,FALSE,TRUE,FALSE,TRUE,FALSE,4:40PM,6:10PM,,,,,,,,,,,,
CHINESE 455,MODERN CHINESE CULTURE,lec,1,Kang Liu,,1,"CCI,FL,ALP",CHINESE,455,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
CLST 144,PRINCIPLES ARCHAEOLOGY,lec,1,Alicia Jimenez,,1,"CCI,EI,CZ",CLST,144,1,FALSE,FALSE,TRUE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
CLST 170FS,LIBERTY AND EQUALITY,lec,1,Jed W Atkins,,1,"CCI,EI,C,CZ,SS",CLST,170,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
CLST 206,CLASSICS OF PAGE AND SCREEN,lec,1,Micaela W Janan,,1,"CCI,C,ALP,CZ",CLST,206,1,TRUE,FALSE,TRUE,FALSE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
CLST 240L,VIRTUAL MUSEUMS,lec,1,Maurizio Forte,,1,"R,STS,C,ALP",CLST,240,1,FALSE,TRUE,FALSE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
CLST 240L,VIRTUAL MUSEUMS,lab,1,Maurizio Forte,,1,"R,STS,C,ALP",CLST,240,0,FALSE,FALSE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
CLST 271,HST ANCIENT PHILOSOPHY,lec,1,Robert Charles Bingle,,1,"CCI,C,CZ",CLST,271,1,FALSE,FALSE,FALSE,TRUE,FALSE,4:40PM,7:10PM,,,,,,,,,,,,
CLST 275,DEMOCRACY: ANCIENT AND MODERN,lec,1,Jed W Atkins,,1,"CCI,EI,SIGNATURE,C,CZ,SS",CLST,275,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
CLST 283,GREEK HISTORY,lec,1,Departmental Staff,,1,"CCI,C,CZ",CLST,283,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
CLST 304,DRAMA OF GREECE & ROME,lec,1,Departmental Staff,,1,"CCI,C,ALP,CZ",CLST,304,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
CLST 308,GREEK AND ROMAN LAW,lec,1,Departmental Staff,,1,"CCI,C,CZ",CLST,308,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
CLST 89S,FIRST-YEAR SEMINAR (TOP),lec,1,Maurizio Forte,,1,,CLST,89,1,FALSE,TRUE,FALSE,TRUE,FALSE,8:30AM,9:45AM,,,,,,,,,,,,
CLST 89S,FIRST-YEAR SEMINAR (TOP),lec,2,Departmental Staff,,1,,CLST,89,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lec,1,Susan H Rodger,,1,QS,COMPSCI,101,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,1,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,2,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,3,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,4,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,5,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,6,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,7,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,8,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,9,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,10,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,11,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 101L,INTRO TO COMPUTER SCIENCE,lab,12,Departmental Staff,,1,QS,COMPSCI,101,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 110,"INFORMATION, SOCIETY & CULTURE",lec,1,Astrid A Giugni,,1,"STS,C,CZ",COMPSCI,110,1,TRUE,FALSE,FALSE,FALSE,FALSE,8:30AM,11:00AM,,,,,,,,,,,,
COMPSCI 116,FOUNDATIONS OF DATA SCIENCE,lec,1,Brandon Fain,,1,"STS,QS",COMPSCI,116,1,FALSE,FALSE,TRUE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,lec,1,Owen L Astrachan,,1,QS,COMPSCI,201,1,FALSE,FALSE,TRUE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,1,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,2,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,3,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,4,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,5,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,6,Departmental Staff,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,7,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,8,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,9,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,10,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,11,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,12,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,13,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,14,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,6:15PM,7:30PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,15,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,16,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,17,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,18,Owen L Astrachan,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,19,Departmental Staff,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 201,DATA STRUCTURES AND ALGORITHMS,dis,20,Departmental Staff,,1,QS,COMPSCI,201,0,TRUE,FALSE,FALSE,FALSE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
COMPSCI 230,DISCRETE MATH FOR COMPSCI,lec,1,Bruce R Donald,,1,QS,COMPSCI,230,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 230,DISCRETE MATH FOR COMPSCI,dis,1,Bruce R Donald,,1,QS,COMPSCI,230,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 230,DISCRETE MATH FOR COMPSCI,dis,2,Bruce R Donald,,1,QS,COMPSCI,230,0,FALSE,FALSE,FALSE,FALSE,TRUE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,lec,1,Lisa Wu Wills,,1,C,COMPSCI,250,1,TRUE,FALSE,TRUE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,dis,1,Departmental Staff,,1,C,COMPSCI,250,0,FALSE,FALSE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,dis,2,Departmental Staff,,1,C,COMPSCI,250,0,FALSE,FALSE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,dis,3,Departmental Staff,,1,C,COMPSCI,250,0,FALSE,FALSE,FALSE,TRUE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,dis,4,Departmental Staff,,1,C,COMPSCI,250,0,FALSE,FALSE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,dis,5,Departmental Staff,,1,C,COMPSCI,250,0,FALSE,FALSE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,dis,6,Departmental Staff,,1,C,COMPSCI,250,0,FALSE,FALSE,FALSE,TRUE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,dis,7,Departmental Staff,,1,C,COMPSCI,250,0,FALSE,FALSE,FALSE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,dis,8,Departmental Staff,,1,C,COMPSCI,250,0,FALSE,FALSE,FALSE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,dis,9,Departmental Staff,,1,C,COMPSCI,250,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,dis,10,Departmental Staff,,1,C,COMPSCI,250,0,FALSE,FALSE,FALSE,FALSE,TRUE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 250D,COMPUTER ARCHITECTURE,dis,11,Departmental Staff,,1,C,COMPSCI,250,0,FALSE,FALSE,FALSE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 260,INTRO COMPUTATIONAL GENOMICS,lec,1,Alexander Hartemink,,1,"NS,QS",COMPSCI,260,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 307D,SOFTWARE DESIGN/IMPLEMENT,lec,1,Robert C Duvall,,1,,COMPSCI,307,1,FALSE,TRUE,FALSE,TRUE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
COMPSCI 307D,SOFTWARE DESIGN/IMPLEMENT,dis,1,Robert C Duvall,,1,,COMPSCI,307,0,FALSE,FALSE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 310,INTRO TO OPERATING SYSTM,lec,1,"Jeffrey S Chase, Michael P Hewner",,1,"C,QS",COMPSCI,310,1,FALSE,FALSE,TRUE,FALSE,TRUE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 310,INTRO TO OPERATING SYSTM,dis,1,"Jeffrey S Chase, Michael P Hewner",,1,"C,QS",COMPSCI,310,0,TRUE,FALSE,FALSE,FALSE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 316,INTRO TO DATABASE SYSTEMS,lec,1,Sudeepa Roy,,1,QS,COMPSCI,316,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 330,DESIGN/ANALY ALGORITHMS,lec,1,Debmalya Panigrahi,,1,QS,COMPSCI,330,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 330,DESIGN/ANALY ALGORITHMS,dis,1,Departmental Staff,,1,QS,COMPSCI,330,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 330,DESIGN/ANALY ALGORITHMS,dis,2,Departmental Staff,,1,QS,COMPSCI,330,0,FALSE,FALSE,FALSE,FALSE,TRUE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 330,DESIGN/ANALY ALGORITHMS,dis,3,Departmental Staff,,1,QS,COMPSCI,330,0,FALSE,FALSE,FALSE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 330,DESIGN/ANALY ALGORITHMS,dis,4,Departmental Staff,,1,QS,COMPSCI,330,0,FALSE,FALSE,FALSE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 330,DESIGN/ANALY ALGORITHMS,dis,5,Departmental Staff,,1,QS,COMPSCI,330,0,FALSE,FALSE,FALSE,FALSE,TRUE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 350L,DIGITAL SYSTEMS,lec,1,John A Board Jr.,,1,C,COMPSCI,350,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 350L,DIGITAL SYSTEMS,lab,1,John A Board Jr.,,1,C,COMPSCI,350,0,FALSE,TRUE,FALSE,FALSE,FALSE,3:05PM,5:55PM,,,,,,,,,,,,
COMPSCI 350L,DIGITAL SYSTEMS,lab,2,John A Board Jr.,,1,C,COMPSCI,350,0,FALSE,FALSE,TRUE,FALSE,FALSE,4:40PM,7:30PM,,,,,,,,,,,,
COMPSCI 350L,DIGITAL SYSTEMS,lab,3,John A Board Jr.,,1,C,COMPSCI,350,0,FALSE,FALSE,FALSE,TRUE,FALSE,3:05PM,5:55PM,,,,,,,,,,,,
COMPSCI 350L,DIGITAL SYSTEMS,lab,4,John A Board Jr.,,1,C,COMPSCI,350,0,FALSE,FALSE,FALSE,FALSE,TRUE,10:05AM,12:55PM,,,,,,,,,,,,
COMPSCI 356,COMP NETWORK ARCHITEC,lec,1,Zhenqiang Gong,,1,C,COMPSCI,356,1,FALSE,FALSE,TRUE,FALSE,TRUE,3:05PM,4:20PM,,,,,,,,,,,,
COMPSCI 371D,ELEMENTS OF MACHINE LEARNING,lec,1,Carlo Tomasi,,1,QS,COMPSCI,371,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 371D,ELEMENTS OF MACHINE LEARNING,dis,1,Carlo Tomasi,,1,QS,COMPSCI,371,0,TRUE,FALSE,FALSE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
COMPSCI 371D,ELEMENTS OF MACHINE LEARNING,dis,2,Carlo Tomasi,,1,QS,COMPSCI,371,0,TRUE,FALSE,FALSE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
COMPSCI 371D,ELEMENTS OF MACHINE LEARNING,dis,3,Carlo Tomasi,,1,QS,COMPSCI,371,0,TRUE,FALSE,FALSE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 408,DELIVERING SOFTWARE,lec,1,Robert C Duvall,,1,"R,STS,SL",COMPSCI,408,1,FALSE,FALSE,TRUE,FALSE,FALSE,4:40PM,7:55PM,,,,,,,,,,,,
COMPSCI 434,TOPOLOGICAL DATA ANALYSIS,lec,1,John Harer,,1,"C,QS",COMPSCI,434,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
COMPSCI 445,INTRO HIGH DIM DATA ANALYSIS,lec,1,Paul L Bendich,,1,"C,QS",COMPSCI,445,1,FALSE,TRUE,FALSE,TRUE,FALSE,8:30AM,9:45AM,,,,,,,,,,,,
COMPSCI 94,PROGRAMMING/PROBLEM SOLVING,lec,1,Susan H Rodger,,1,QS,COMPSCI,94,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
CREOLE 101,ELEMENTARY CREOLE I,lec,1,Jacques Pierre,,1,FL,CREOLE,101,1,TRUE,FALSE,TRUE,FALSE,TRUE,3:05PM,4:05PM,,,,,,,,,,,,
CREOLE 203,INTERMEDIATE CREOLE I,lec,1,Jacques Pierre,,1,FL,CREOLE,203,1,TRUE,FALSE,TRUE,FALSE,TRUE,1:40PM,2:30PM,,,,,,,,,,,,
CULANTH 101,INTRO TO CULTURAL ANTHRO,lec,1,Christine Folch,,1,"CCI,C,CZ,SS",CULANTH,101,1,FALSE,TRUE,FALSE,TRUE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
CULANTH 105,INTRO TO AFRICAN STUDIES,lec,1,Charles D Piot,,1,"CCI,C,ALP,CZ",CULANTH,105,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
CULANTH 106S,DOC EXPER: A VIDEO APPR,lec,1,Gary Hawkins,,1,"R,C,ALP,SS",CULANTH,106,1,FALSE,FALSE,TRUE,FALSE,FALSE,10:05AM,12:35PM,,,,,,,,,,,,
CULANTH 113FS,ENTERPRISING CIVIC ENGAGEMENT,lec,1,Lisa Beth Bergene,,1,"EI,SL,C,SS",CULANTH,113,1,FALSE,FALSE,TRUE,FALSE,TRUE,10:05AM,11:20AM,,,,,,,,,,,,
CULANTH 148,ISRAEL/PALESTINE,lec,1,"Erika S Weinthal, Rebecca Stein",,1,"CCI,EI,C,SS",CULANTH,148,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
CULANTH 195,COMP APPR GLOBAL ISSUES,lec,1,Deonte L. Harris,,1,"CCI,W,C,CZ,SS",CULANTH,195,1,TRUE,FALSE,TRUE,FALSE,TRUE,1:40PM,2:40PM,,,,,,,,,,,,
CULANTH 196FS,PATIENT ACTIVISM AND ADVOCACY,lec,1,Misha Angrist,,1,"STS,W,C,SS",CULANTH,196,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
CULANTH 201,INTRO TO LINGUISTICS,lec,1,Gareth O Price,,1,"CCI,C,SS",CULANTH,201,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
CULANTH 201,INTRO TO LINGUISTICS,lec,2,Gail L Clements,,1,"CCI,C,SS",CULANTH,201,1,TRUE,FALSE,TRUE,FALSE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
CULANTH 203,MARXISM AND SOCIETY,lec,1,Michael P Hardt,,1,"EI,SIGNATURE,C,CZ,SS",CULANTH,203,1,TRUE,FALSE,TRUE,FALSE,FALSE,10:05AM,11:20AM,,,,,,,,,,,,
CULANTH 209,INTRO TO THE MIDDLE EAST,lec,1,Fadi A Bardawil,,1,"CCI,C,ALP,CZ",CULANTH,209,1,FALSE,TRUE,FALSE,TRUE,FALSE,4:40PM,5:55PM,,,,,,,,,,,,
CULANTH 212,LANGUAGE AND SOCIETY,lec,1,Gail L Clements,,1,"CCI,C,SS",CULANTH,212,1,TRUE,FALSE,TRUE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
CULANTH 214S,SHAMANISM & SPIRIT POSESSION,lec,1,John R Freeman,,1,"CCI,EI,R,C,CZ,SS",CULANTH,214,1,TRUE,FALSE,TRUE,FALSE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
CULANTH 215S,INDIAN CIVILIZATION,lec,1,John R Freeman,,1,"CCI,EI,W,C,CZ,SS",CULANTH,215,1,FALSE,TRUE,FALSE,TRUE,FALSE,3:05PM,4:20PM,,,,,,,,,,,,
CULANTH 219S,INTRO TO PERFORMANCE STUDIES,lec,1,Brad Rogers,,1,"CCI,W,C,ALP",CULANTH,219,1,FALSE,FALSE,TRUE,FALSE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
CULANTH 234S,ANTHROPOLOGY AND EDUCATION,lec,1,Zoila Airall,,1,"CCI,EI,C,SS",CULANTH,234,1,FALSE,TRUE,FALSE,TRUE,FALSE,1:25PM,2:40PM,,,,,,,,,,,,
CULANTH 245S,HUMAN RIGHTS IN THE AMERICAS,lec,1,Robin Kirk,,1,"CCI,W,C,CZ",CULANTH,245,1,FALSE,FALSE,TRUE,FALSE,TRUE,11:45AM,1:00PM,,,,,,,,,,,,
CULANTH 258S,OUR CULINARY CULTURES,lec,1,Kelly L Alexander,,1,"CCI,W,C,ALP",CULANTH,258,1,FALSE,FALSE,FALSE,FALSE,TRUE,10:05AM,12:35PM,,,,,,,,,,,,
CULANTH 269,BLACK GODS AND KINGS,lec,1,James Lorand Matory,,1,"CCI,EI,C,CZ,SS",CULANTH,269,1,FALSE,FALSE,FALSE,TRUE,FALSE,3:05PM,5:35PM,,,,,,,,,,,,
CULANTH 278,SEX/GENDER - NATURE/NURTURE,lec,1,"Ara A Wilson, Christina Williams",,1,"STS,C,NS",CULANTH,278,1,FALSE,TRUE,FALSE,TRUE,FALSE,11:45AM,1:00PM,,,,,,,,,,,,
CULANTH 295S,ANTHROPOLOGY OF CHILDHOOD,lec,1,Katya Wesolowski,,1,"CCI,W,SS",CULANTH,295,1,TRUE,FALSE,TRUE,FALSE,FALSE,8:30AM,9:45AM,,,,,,,,,,,,
