Class_Name,Description,Type,id,Professor,Time,Unit,Attributes,Subject,Number
CULANTH 245S,HUMAN RIGHTS IN THE AMERICAS,lec,1,Robin Kirk,WF 11:45AM - 1:00PM,1.0,"CCI,W,C,CZ",CULANTH,245
CULANTH 258S,OUR CULINARY CULTURES,lec,1,Kelly L Alexander,F 10:05AM - 12:35PM,1.0,"CCI,W,C,ALP",CULANTH,258
CULANTH 269,BLACK GODS AND KINGS,lec,1,James Lorand Matory,Th 3:05PM - 5:35PM,1.0,"CCI,EI,C,CZ,SS",CULANTH,269
CULANTH 278,SEX/GENDER - NATURE/NURTURE,lec,1,"Ara A Wilson, Christina Williams",TuTh 11:45AM - 1:00PM,1.0,"STS,C,NS",CULANTH,278
CULANTH 295S,ANTHROPOLOGY OF CHILDHOOD,lec,1,Katya Wesolowski,MW 8:30AM - 9:45AM,1.0,"CCI,W,SS",CULANTH,295
CULANTH 302,FIELDWORK METHODS,lec,1,Diane M Nelson,MW 10:05AM - 11:20AM,1.0,"EI,R,W,SS",CULANTH,302
CULANTH 305S,WHITE PEOPLE,lec,1,James Lorand Matory,Tu 3:05PM - 5:35PM,1.0,"CCI,R,C,CZ,SS",CULANTH,305
CULANTH 306,"HEALTH, CULTURE, LATINO COMMUN",lec,1,Joan E Clifford,WF 3:05PM - 4:20PM,1.0,"CCI,FL,C",CULANTH,306
CULANTH 306,"HEALTH, CULTURE, LATINO COMMUN",lec,2,Rosa Solorzano,TuTh 3:05PM - 4:20PM,1.0,"CCI,FL,C",CULANTH,306
CULANTH 341,LIFE AND DEATH,lec,1,Anne Allison,TuTh 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ,SS",CULANTH,341
CULANTH 342,MIGRATION & HUMAN TRAFFICKING,lec,1,Michaeline A Crichlow,WF 11:45AM - 1:00PM,1.0,"CCI,EI,R,C,ALP,SS",CULANTH,342
CULANTH 350,ANTHROPOLOGY OF MONEY,lec,1,Charles D Piot,TuTh 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ,SS",CULANTH,350
CULANTH 360,GLOBAL APPLE,lec,1,Ralph A Litzinger,MW 11:45AM - 1:00PM,1.0,"EI,STS,C,CZ,SS",CULANTH,360
CULANTH 366S,TRAUMA IN ASIA,lec,1,Nayoung Aimee Kwon,Th 11:45AM - 2:15PM,1.0,"CCI,C,ALP,CZ",CULANTH,366
CULANTH 389S,"FOOD, CULTURE, & SOCIETY",lec,1,Luciana Fellin,TuTh 1:25PM - 2:40PM,1.0,"CCI,EI,C,CZ,SS",CULANTH,389
CULANTH 399,GLOBAL RUSSIA,lec,1,Michael Newcity,MW 3:05PM - 4:20PM,1.0,"CCI,EI,C,CZ,SS",CULANTH,399
CULANTH 423,SEX AND MONEY,lec,1,Anne Allison,TuTh 1:25PM - 2:40PM,1.0,"CCI,SS",CULANTH,423
CULANTH 424-1,MEDICAL ANTHROPOLOGY,lec,1,Diane M Nelson,MW 3:05PM - 4:20PM,1.0,"CCI,EI,STS,C,SS",CULANTH,424
CULANTH 473,TWO KOREAS,lec,1,Nayoung Aimee Kwon,TuTh 6:15PM - 7:30PM,1.0,"CCI,C,ALP,CZ",CULANTH,473
CULANTH 498S,SENIOR DISTINCTION SEMINAR,lec,1,Departmental Staff,Tu 3:05PM - 5:35PM,1.0,R,CULANTH,498
CULANTH 89S,FIRST-YEAR SEMINAR (TOP),lec,1,Christine Folch,TuTh 1:25PM - 2:40PM,1.0,,CULANTH,89
DANCE 101,INTRODUCTION TO DANCE,lec,1,Purnima Shah,MW 1:25PM - 2:40PM,1.0,"CCI,C,ALP",DANCE,101
DANCE 110,ELEMENTARY MODERN DANCE,lec,1,Departmental Staff,TuTh 1:25PM - 2:40PM,0.5,,DANCE,110
DANCE 116,ALEXANDER TECHNIQUE,lec,1,Eric N Pritchard,Th 4:40PM - 5:55PM,0.5,"C,ALP",DANCE,116
DANCE 120,BEGINNING BALLET,lec,1,Departmental Staff,TuTh 3:05PM - 4:20PM,0.5,,DANCE,120
DANCE 122,INTERMEDIATE BALLET,lec,1,Departmental Staff,TuTh 10:05AM - 11:20AM,0.5,,DANCE,122
DANCE 130,AFRICAN DANCE TECH I,lec,1,Ava Vinesett,TuTh 4:40PM - 5:55PM,0.5,,DANCE,130
DANCE 140,JAZZ DANCE I,lec,1,Nina O. Wheeler,MW 11:45AM - 1:00PM,0.5,,DANCE,140
DANCE 142,HIP HOP I,lec,1,Natalie A Marrone,TuTh 10:05AM - 11:20AM,0.5,,DANCE,142
DANCE 205S,ADV DANCE COMPOSITION,lec,1,Andrea E Woods Valdes,TuTh 11:45AM - 1:00PM,1.0,"R,ALP",DANCE,205
DANCE 210,INTERMEDIATE MODERN DANCE,lec,1,Departmental Staff,MW 3:05PM - 4:20PM,0.5,,DANCE,210
DANCE 215S,PERFORMING SEXUAL HEALTH,lec,1,Departmental Staff,TuTh 3:05PM - 4:20PM,1.0,"CCI,SL,C,ALP",DANCE,215
DANCE 220,ADVANCED INTERMEDIATE BALLET,lec,1,Departmental Staff,TuTh 1:25PM - 2:40PM,0.5,,DANCE,220
DANCE 230,AFRICAN DANCE TECH II,lec,1,Ava Vinesett,MW 6:15PM - 7:30PM,0.5,,DANCE,230
DANCE 240,JAZZ DANCE II,lec,1,Nina O. Wheeler,MW 1:25PM - 2:40PM,0.5,,DANCE,240
DANCE 255,T'AI CHI AND CHINESE THOUGHT,lec,1,David N Need,M 4:40PM - 7:10PM,1.0,"CCI,C,CZ",DANCE,255
DANCE 306S,DANCE FOR THE CAMERA,lec,1,Andrea E Woods Valdes,TuTh 1:25PM - 2:40PM,1.0,"R,STS,C,ALP",DANCE,306
DANCE 310,ADVANCED MODERN DANCE,lec,1,Andrea E Woods Valdes,TuTh 4:40PM - 5:55PM,0.5,,DANCE,310
DANCE 320,ADVANCED BALLET,lec,1,Departmental Staff,MWF 10:05AM - 11:20AM,0.5,,DANCE,320
DANCE 335SL,W AFR ROOTHOLDS IN DANCE,lec,1,Ava Vinesett,W 10:05AM - 11:20AM,1.0,"CCI,C,ALP,CZ",DANCE,335
DANCE 335SL,W AFR ROOTHOLDS IN DANCE,lab,1,Ava Vinesett,TuTh 4:40PM - 5:55PM,1.0,"CCI,C,ALP,CZ",DANCE,335
DANCE 335SL,W AFR ROOTHOLDS IN DANCE,lab,2,Ava Vinesett,MW 6:15PM - 7:30PM,1.0,"CCI,C,ALP,CZ",DANCE,335
DANCE 368,GENDER IN DANCE AND THEATRE,lec,1,Purnima Shah,MW 11:45AM - 1:00PM,1.0,"CCI,C,ALP,CZ",DANCE,368
DANCE 377S,DANCE SCIENCE,lec,1,Blythe A Williams,Tu 10:05AM - 12:35PM,1.0,"R,ALP,NS",DANCE,377
DANCE 379S,LEGAL ISSUES - PERFORMING ARTS,lec,1,Daniel M Ellison,WF 1:25PM - 2:40PM,1.0,"EI,C,SS",DANCE,379
DANCE 410,INTENSIVE MODERN DANCE,lec,1,Andrea E Woods Valdes,MW 3:05PM - 4:20PM TuTh 4:40PM - 5:55PM,0.5,,DANCE,410
DANCE 420,INTENSIVE BALLET,lec,1,Departmental Staff,MW 10:05AM - 11:20AM F 10:05AM - 11:20AM TuTh 1:25PM - 2:40PM,0.5,,DANCE,420
DANCE 487S,CAP SEM: RES METHODS IN DANCE,lec,1,Sarah M Wilbur,TuTh 3:05PM - 4:20PM,1.0,"CCI,R,W,ALP,CZ",DANCE,487
DANCE 89S,FIRST-YEAR SEMINAR (TOP),lec,1,Johanna (Jody) McAuliffe,TuTh 3:05PM - 4:20PM,1.0,,DANCE,89
DECSCI 101,FNDMNTLS OF DECISION SCIENCE,lec,1,Scott A Huettel,MW 10:05AM - 11:20AM,1.0,"C,SS",DECSCI,101
DOCST 101,TRADITIONS IN DOC STUDIES,lec,1,Christopher Wilson Sims,TuTh 10:05AM - 11:20AM,1.0,"CCI,C,ALP",DOCST,101
DOCST 105S,DOC EXPER: A VIDEO APPR,lec,1,Gary Hawkins,W 10:05AM - 12:35PM,1.0,"R,C,ALP,SS",DOCST,105
DOCST 107,HISTORY OF DOCUMENTARY FILM,lec,1,Karen Price,M 4:40PM - 7:40PM,1.0,"CCI,C,ALP",DOCST,107
DOCST 110S,INTRODUCTION TO ORAL HISTORY,lec,1,Michelle Lanier,M 6:15PM - 8:45PM,1.0,"R,C,CZ",DOCST,110
DOCST 115S,INTRO TO B&W PHOTOGRAPHY,lec,1,Mary Sharp,F 10:05AM - 12:35PM,1.0,"C,ALP",DOCST,115
DOCST 119S,INTRO TO DIGITAL PHOTOGRAPHY,lec,1,Departmental Staff,M 4:40PM - 7:10PM,1.0,"C,ALP",DOCST,119
DOCST 119S,INTRO TO DIGITAL PHOTOGRAPHY,lec,2,Departmental Staff,TuTh 8:30AM - 9:45AM,1.0,"C,ALP",DOCST,119
DOCST 135S,INTRO TO AUDIO DOCUMENTARY,lec,1,John H Biewen,Tu 3:05PM - 5:35PM,1.0,"R,C,ALP",DOCST,135
DOCST 204FS,DOCUMENTING THE MIDDLE EAST,lec,1,Nancy Kalow,WF 10:05AM - 11:20AM,1.0,"CCI,R,C,ALP,CZ",DOCST,204
DOCST 206S,MEDICINE AND DOCUMENTARY PHOTO,lec,1,John W Moses Jr.,Tu 6:15PM - 8:45PM,1.0,"C,ALP",DOCST,206
DOCST 209FS,DIGITAL DOCUMENTARY PHOTO,lec,1,Anna S Post-Rust,TuTh 10:05AM - 11:20AM,1.0,"EI,SL,C,ALP",DOCST,209
DOCST 209S,DIGITAL DOCUMENTARY PHOTO,lec,1,Anna S Post-Rust,TuTh 1:25PM - 2:40PM,1.0,"EI,SL,C,ALP",DOCST,209
DOCST 224S,LITERACY/PHOTOGRAPHY,lec,1,Katherine Hyde,W 3:05PM - 5:35PM,1.0,"EI,SL,C,ALP,SS",DOCST,224
DOCST 236S,COLOR PHOTOGRAPHY,lec,1,William Bamberger,M 10:05AM - 12:35PM,1.0,"C,ALP",DOCST,236
DOCST 242S,DANCE FOR THE CAMERA,lec,1,Andrea E Woods Valdes,TuTh 1:25PM - 2:40PM,1.0,"R,STS,C,ALP",DOCST,242
DOCST 274,THE MIDDLE EAST THROUGH FILM,lec,1,Ozgun Eylul Iscen,Tu 3:05PM - 5:35PM,1.0,"CCI,EI,C,ALP,CZ",DOCST,274
DOCST 315S,ENVIRON. ISSUES & THE DOC ARTS,lec,1,Miguel Rojas Sotelo,WF 10:05AM - 11:20AM,1.0,"C,ALP",DOCST,315
DOCST 344S,OUR CULINARY CULTURES,lec,1,Kelly L Alexander,F 10:05AM - 12:35PM,1.0,"CCI,W,C,ALP",DOCST,344
DOCST 356S,MAGAZINE JOURNALISM,lec,1,David A Graham,WF 11:45AM - 1:00PM,1.0,"W,C,SS",DOCST,356
DOCST 357S,16MM FILM PRODUCTION,lec,1,Joshua M Gibson,Tu 1:25PM - 4:25PM,1.0,"C,ALP",DOCST,357
DOCST 358S,UNDERSTANDING MEDIATION,lec,1,Markos Hadjioannou,TuTh 11:45AM - 1:00PM,1.0,"CCI,C,ALP,CZ",DOCST,358
DOCST 367S,VIDEO JOURNALISM,lec,1,Lynn Owens,F 11:45AM - 2:15PM,1.0,"C,ALP,SS",DOCST,367
DOCST 371,NEWS/MORAL BATTLEGROUND,lec,1,Departmental Staff,M 3:05PM - 5:35PM,1.0,"EI,R,W,C,SS",DOCST,371
DOCST 480S,CAPSTONE SEMINAR,lec,1,Nancy Kalow,F 3:05PM - 5:35PM,1.0,"R,ALP",DOCST,480
ECE 110L,FUND OF ELEC AND COMP ENGR,lec,1,David R Smith,MW 10:05AM - 11:20AM,1.0,,ECE,110
ECE 110L,FUND OF ELEC AND COMP ENGR,lec,2,Michael R Gustafson II,TuTh 10:05AM - 11:20AM,1.0,,ECE,110
ECE 110L9,FUND OF ELEC AND COMP ENG,lab,1,"David R Smith, Michael R Gustafson II",Tu 1:25PM - 4:15PM,0.0,,ECE,110
ECE 110L9,FUND OF ELEC AND COMP ENG,lab,2,"David R Smith, Michael R Gustafson II",Tu 3:30PM - 6:20PM,0.0,,ECE,110
ECE 110L9,FUND OF ELEC AND COMP ENG,lab,3,"David R Smith, Michael R Gustafson II",W 3:30PM - 6:20PM,0.0,,ECE,110
ECE 110L9,FUND OF ELEC AND COMP ENG,lab,4,"David R Smith, Michael R Gustafson II",W 4:40PM - 7:30PM,0.0,,ECE,110
ECE 110L9,FUND OF ELEC AND COMP ENG,lab,5,"David R Smith, Michael R Gustafson II",Th 1:25PM - 4:15PM,0.0,,ECE,110
ECE 110L9,FUND OF ELEC AND COMP ENG,lab,6,"David R Smith, Michael R Gustafson II",Th 3:30PM - 6:20PM,0.0,,ECE,110
ECE 230L,MICROELECT DEVICES & CIRCUITS,lec,1,Aaron Franklin,TuTh 1:25PM - 2:40PM,1.0,,ECE,230
ECE 230L9,MICROELECT DEVICES & CIRCUITS,lab,1,Aaron Franklin,Tu 3:05PM - 5:55PM,0.0,,ECE,230
ECE 230L9,MICROELECT DEVICES & CIRCUITS,lab,2,Aaron Franklin,W 11:45AM - 2:35PM,0.0,,ECE,230
ECE 230L9,MICROELECT DEVICES & CIRCUITS,lab,3,Aaron Franklin,W 3:05PM - 5:55PM,0.0,,ECE,230
ECE 230L9,MICROELECT DEVICES & CIRCUITS,lab,4,Aaron Franklin,Th 3:05PM - 5:55PM,0.0,,ECE,230
ECE 230L9,MICROELECT DEVICES & CIRCUITS,lab,5,Aaron Franklin,F 11:45AM - 2:35PM,0.0,,ECE,230
ECE 250D,COMPUTER ARCHITECTURE,lec,1,Lisa Wu Wills,MW 3:05PM - 4:20PM,1.0,C,ECE,250
ECE 250D,COMPUTER ARCHITECTURE,dis,1,Departmental Staff,Th 10:05AM - 11:20AM,1.0,C,ECE,250
ECE 250D,COMPUTER ARCHITECTURE,dis,2,Departmental Staff,Th 10:05AM - 11:20AM,1.0,C,ECE,250
ECE 250D,COMPUTER ARCHITECTURE,dis,3,Departmental Staff,Th 11:45AM - 1:00PM,1.0,C,ECE,250
ECE 250D,COMPUTER ARCHITECTURE,dis,4,Departmental Staff,Th 1:25PM - 2:40PM,1.0,C,ECE,250
ECE 250D,COMPUTER ARCHITECTURE,dis,5,Departmental Staff,Th 3:05PM - 4:20PM,1.0,C,ECE,250
ECE 250D,COMPUTER ARCHITECTURE,dis,6,Departmental Staff,Th 4:40PM - 5:55PM,1.0,C,ECE,250
ECE 250D,COMPUTER ARCHITECTURE,dis,7,Departmental Staff,F 10:05AM - 11:20AM,1.0,C,ECE,250
ECE 250D,COMPUTER ARCHITECTURE,dis,8,Departmental Staff,F 11:45AM - 1:00PM,1.0,C,ECE,250
ECE 250D,COMPUTER ARCHITECTURE,dis,9,Departmental Staff,F 1:25PM - 2:40PM,1.0,C,ECE,250
ECE 250D,COMPUTER ARCHITECTURE,dis,10,Departmental Staff,F 3:05PM - 4:20PM,1.0,C,ECE,250
ECE 250D,COMPUTER ARCHITECTURE,dis,11,Departmental Staff,F 10:05AM - 11:20AM,1.0,C,ECE,250
ECE 270DL,FIELDS AND WAVES,lec,1,Willie Padilla,WF 3:05PM - 4:20PM,1.0,,ECE,270
ECE 270DL,FIELDS AND WAVES,lec,2,David Brady,WF 4:40PM - 5:55PM,1.0,,ECE,270
ECE 270DL,FIELDS AND WAVES,dis,1,Willie Padilla,M 3:05PM - 4:20PM,1.0,,ECE,270
ECE 270DL,FIELDS AND WAVES,dis,2,David Brady,M 4:40PM - 5:55PM,1.0,,ECE,270
ECE 270L9,FIELDS AND WAVES (LAB),lab,1,"David Brady, Willie Padilla",Tu 1:25PM - 4:15PM,0.0,,ECE,270
ECE 270L9,FIELDS AND WAVES (LAB),lab,2,"David Brady, Willie Padilla",W 11:45AM - 2:35PM,0.0,,ECE,270
ECE 270L9,FIELDS AND WAVES (LAB),lab,3,"David Brady, Willie Padilla",Th 3:05PM - 5:55PM,0.0,,ECE,270
ECE 280L,INTRO TO SIGNALS AND SYSTEMS,lec,1,Leslie M Collins,TuTh 10:05AM - 11:20AM,1.0,,ECE,280
ECE 280L,INTRO TO SIGNALS AND SYSTEMS,lec,2,Mary T Knox,TuTh 11:45AM - 1:00PM,1.0,,ECE,280
ECE 280L9,INTRO TO SIGNALS AND SYSTEMS,lab,1,"Leslie M Collins, Mary T Knox",Tu 1:25PM - 4:15PM,0.0,,ECE,280
ECE 280L9,INTRO TO SIGNALS AND SYSTEMS,lab,2,"Leslie M Collins, Mary T Knox",Tu 4:40PM - 7:30PM,0.0,,ECE,280
ECE 280L9,INTRO TO SIGNALS AND SYSTEMS,lab,3,"Leslie M Collins, Mary T Knox",W 8:30AM - 11:20AM,0.0,,ECE,280
ECE 280L9,INTRO TO SIGNALS AND SYSTEMS,lab,4,"Leslie M Collins, Mary T Knox",W 1:25PM - 4:15PM,0.0,,ECE,280
ECE 280L9,INTRO TO SIGNALS AND SYSTEMS,lab,5,"Leslie M Collins, Mary T Knox",W 4:40PM - 7:30PM,0.0,,ECE,280
ECE 280L9,INTRO TO SIGNALS AND SYSTEMS,lab,6,"Leslie M Collins, Mary T Knox",Th 1:25PM - 4:15PM,0.0,,ECE,280
ECE 280L9,INTRO TO SIGNALS AND SYSTEMS,lab,7,"Leslie M Collins, Mary T Knox",Th 4:40PM - 7:30PM,0.0,,ECE,280
ECE 280L9,INTRO TO SIGNALS AND SYSTEMS,lab,8,"Leslie M Collins, Mary T Knox",F 11:45AM - 2:35PM,0.0,,ECE,280
ECE 280L9,INTRO TO SIGNALS AND SYSTEMS,lab,9,"Leslie M Collins, Mary T Knox",F 3:05PM - 5:55PM,0.0,,ECE,280
ECE 330L,FUND MICROELECTRONIC DEVICES,lec,1,Hisham Z Massoud,MW 10:05AM - 11:20AM,1.0,,ECE,330
ECE 330L,FUND MICROELECTRONIC DEVICES,lab,1,Hisham Z Massoud,F 10:05AM - 12:55PM,1.0,,ECE,330
ECE 331L,FUND. OF MICROELECT. CIRCUITS,lec,1,Martin A Brooke,TuTh 10:05AM - 11:20AM,1.0,,ECE,331
ECE 331L,FUND. OF MICROELECT. CIRCUITS,lab,1,Martin A Brooke,W 3:05PM - 5:55PM,1.0,,ECE,331
ECE 331L,FUND. OF MICROELECT. CIRCUITS,lab,2,Martin A Brooke,Th 3:05PM - 5:55PM,1.0,,ECE,331
ECE 340L,OPTICS AND PHOTONICS,lec,1,William T Joines,MW 10:05AM - 11:20AM,1.0,"C,NS",ECE,340
ECE 340L,OPTICS AND PHOTONICS,lab,1,William T Joines,M 1:25PM - 4:15PM,1.0,"C,NS",ECE,340
ECE 350L,DIGITAL SYSTEMS,lec,1,John A Board Jr.,TuTh 1:25PM - 2:40PM,1.0,C,ECE,350
ECE 350L,DIGITAL SYSTEMS,lab,1,John A Board Jr.,Tu 3:05PM - 5:55PM,1.0,C,ECE,350
ECE 350L,DIGITAL SYSTEMS,lab,2,John A Board Jr.,W 4:40PM - 7:30PM,1.0,C,ECE,350
ECE 350L,DIGITAL SYSTEMS,lab,3,John A Board Jr.,Th 3:05PM - 5:55PM,1.0,C,ECE,350
ECE 350L,DIGITAL SYSTEMS,lab,4,John A Board Jr.,F 10:05AM - 12:55PM,1.0,C,ECE,350
ECE 353,INTRO TO OPERATING SYSTM,lec,1,"Jeffrey S Chase, Michael P Hewner",WF 3:05PM - 4:20PM,1.0,"C,QS",ECE,353
ECE 353,INTRO TO OPERATING SYSTM,dis,1,"Jeffrey S Chase, Michael P Hewner",M 3:05PM - 4:20PM,1.0,"C,QS",ECE,353
ECE 356,COMP NETWORK ARCHITEC,lec,1,Zhenqiang Gong,WF 3:05PM - 4:20PM,1.0,C,ECE,356
ECE 381,FUND OF DIG SIG PROC,lec,1,Lisa G Huettel,TuTh 10:05AM - 11:20AM,1.0,,ECE,381
ECE 381,FUND OF DIG SIG PROC,lab,1,Lisa G Huettel,M 11:45AM - 2:35PM,1.0,,ECE,381
ECE 381,FUND OF DIG SIG PROC,lab,2,Lisa G Huettel,M 3:05PM - 5:55PM,1.0,,ECE,381
ECE 382L,CONTROL SYSTEMS,lec,1,Leila J Bridgeman,MW 8:30AM - 9:45AM,1.0,C,ECE,382
ECE 382L,CONTROL SYSTEMS,lab,1,Leila J Bridgeman,Tu 10:05AM - 1:00PM,1.0,C,ECE,382
ECE 382L,CONTROL SYSTEMS,lab,2,Leila J Bridgeman,Tu 1:25PM - 4:20PM,1.0,C,ECE,382
ECE 382L,CONTROL SYSTEMS,lab,3,Leila J Bridgeman,W 10:05AM - 1:00PM,1.0,C,ECE,382
ECE 382L,CONTROL SYSTEMS,lab,4,Leila J Bridgeman,W 1:25PM - 4:20PM,1.0,C,ECE,382
ECE 459,INTRO TO EMBEDDED SYSTEMS,lec,1,Miroslav Pajic,WF 1:25PM - 2:40PM,1.0,,ECE,459
ECE 461,OCEAN ENGINEERING,lec,1,"Douglas P Nowacek, Martin A Brooke",TuTh 1:25PM - 2:40PM,1.0,C,ECE,461
ECE 480,APPLIED PROB FOR STAT LEARNING,lec,1,Stacy L Tantum,WF 11:45AM - 1:00PM,1.0,,ECE,480
ECE 483,INTRO TO DIG COMM SYS,lec,1,Arthur Robert Calderbank,MW 10:05AM - 11:20AM,1.0,,ECE,483
ECON 101D,ECONOMIC PRINCIPLES,lec,1,Connel R Fullenkamp,MWF 11:45AM - 1:00PM,1.0,,ECON,101
ECON 101D,ECONOMIC PRINCIPLES,dis,1,Connel R Fullenkamp,Tu 8:45AM - 9:35AM,1.0,,ECON,101
ECON 101D,ECONOMIC PRINCIPLES,dis,2,Connel R Fullenkamp,Th 6:30PM - 7:20PM,1.0,,ECON,101
ECON 101D,ECONOMIC PRINCIPLES,dis,3,Connel R Fullenkamp,W 4:55PM - 5:45PM,1.0,,ECON,101
ECON 101D,ECONOMIC PRINCIPLES,dis,4,Connel R Fullenkamp,M 4:55PM - 5:45PM,1.0,,ECON,101
ECON 101D,ECONOMIC PRINCIPLES,dis,5,Connel R Fullenkamp,F 3:20PM - 4:10PM,1.0,,ECON,101
ECON 104D,STAT FOUNDATIONS ECONOMETRICS,lec,1,Federico A Bugni,MW 1:25PM - 2:40PM,1.0,QS,ECON,104
ECON 104D,STAT FOUNDATIONS ECONOMETRICS,dis,1,Federico A Bugni,F 10:05AM - 11:20AM,1.0,QS,ECON,104
ECON 104D,STAT FOUNDATIONS ECONOMETRICS,dis,2,Federico A Bugni,Th 12:00PM - 12:50PM,1.0,QS,ECON,104
ECON 104D,STAT FOUNDATIONS ECONOMETRICS,dis,3,Federico A Bugni,Tu 6:15PM - 7:30PM,1.0,QS,ECON,104
ECON 112FS,GLOBALIZATION/CORP CITIZENSHIP,lec,1,Dirk Philipsen,TuTh 10:05AM - 11:20AM,1.0,"EI,C,SS",ECON,112
ECON 119,INTRO TO POLITICAL ECONOMY,lec,1,Michael Munger,TuTh 10:05AM - 11:20AM,1.0,"EI,C,SS",ECON,119
ECON 174,FINANCIAL ACCOUNTING,lec,1,Charles J Skender,TuTh 8:30AM - 9:45AM,1.0,"QS,SS",ECON,174
ECON 201D,INTERMEDIATE MICROECONOMICS I,lec,1,Thomas Nechyba,MWF 10:05AM - 11:20AM,1.0,SS,ECON,201
ECON 201D,INTERMEDIATE MICROECONOMICS I,dis,1,Thomas Nechyba,W 8:45AM - 9:35AM,1.0,SS,ECON,201
ECON 201D,INTERMEDIATE MICROECONOMICS I,dis,2,Thomas Nechyba,Tu 3:20PM - 4:10PM,1.0,SS,ECON,201
ECON 201D,INTERMEDIATE MICROECONOMICS I,dis,3,Thomas Nechyba,Tu 4:55PM - 5:45PM,1.0,SS,ECON,201
ECON 201D,INTERMEDIATE MICROECONOMICS I,dis,4,Thomas Nechyba,M 6:30PM - 7:20PM,1.0,SS,ECON,201
ECON 201D,INTERMEDIATE MICROECONOMICS I,dis,5,Thomas Nechyba,Tu 6:30PM - 7:20PM,1.0,SS,ECON,201
ECON 201D,INTERMEDIATE MICROECONOMICS I,dis,6,Thomas Nechyba,F 1:40PM - 2:30PM,1.0,SS,ECON,201
ECON 201D,INTERMEDIATE MICROECONOMICS I,dis,7,Thomas Nechyba,W 6:30PM - 7:20PM,1.0,SS,ECON,201
ECON 201D,INTERMEDIATE MICROECONOMICS I,dis,8,Thomas Nechyba,Th 3:20PM - 4:10PM,1.0,SS,ECON,201
ECON 205D,INTERMEDIATE MICROECONOMICS II,lec,1,Todd Sarver,TuTh 1:25PM - 2:40PM,1.0,"QS,SS",ECON,205
ECON 205D,INTERMEDIATE MICROECONOMICS II,dis,1,Todd Sarver,Tu 6:30PM - 7:20PM,1.0,"QS,SS",ECON,205
ECON 205D,INTERMEDIATE MICROECONOMICS II,dis,2,Todd Sarver,Th 3:20PM - 4:10PM,1.0,"QS,SS",ECON,205
ECON 205D,INTERMEDIATE MICROECONOMICS II,dis,3,Todd Sarver,M 6:30PM - 7:20PM,1.0,"QS,SS",ECON,205
ECON 205D,INTERMEDIATE MICROECONOMICS II,dis,4,Todd Sarver,W 10:20AM - 11:10AM,1.0,"QS,SS",ECON,205
ECON 210D,INTERMEDIATE MACROECONOMICS,lec,1,Andrea Lanteri,TuTh 10:05AM - 11:20AM,1.0,"STS,QS,SS",ECON,210
ECON 210D,INTERMEDIATE MACROECONOMICS,dis,1,Andrea Lanteri,Tu 4:55PM - 5:45PM,1.0,"STS,QS,SS",ECON,210
ECON 210D,INTERMEDIATE MACROECONOMICS,dis,2,Andrea Lanteri,F 10:20AM - 11:10AM,1.0,"STS,QS,SS",ECON,210
ECON 210D,INTERMEDIATE MACROECONOMICS,dis,3,Andrea Lanteri,W 8:45AM - 9:35AM,1.0,"STS,QS,SS",ECON,210
ECON 210D,INTERMEDIATE MACROECONOMICS,dis,4,Andrea Lanteri,W 6:30PM - 7:20PM,1.0,"STS,QS,SS",ECON,210
ECON 210D,INTERMEDIATE MACROECONOMICS,dis,5,Andrea Lanteri,Th 4:55PM - 5:45PM,1.0,"STS,QS,SS",ECON,210
ECON 210D,INTERMEDIATE MACROECONOMICS,dis,6,Andrea Lanteri,Th 6:30PM - 7:20PM,1.0,"STS,QS,SS",ECON,210
ECON 212,ENGR SYSTEMS OPTIM AND ECON,lec,1,Mark Borsuk,TuTh 1:25PM - 2:40PM,1.0,"C,SS",ECON,212
ECON 223S,LEGAL ISSUES - PERFORMING ARTS,lec,1,Daniel M Ellison,WF 1:25PM - 2:40PM,1.0,"EI,C,SS",ECON,223
ECON 241D,MACHINE LEARNING & ETHNOGRAPHY,lec,1,Erik Wibbels,MW 10:20AM - 11:20AM,1.0,"CCI,C,SS",ECON,241
ECON 241D,MACHINE LEARNING & ETHNOGRAPHY,dis,1,Erik Wibbels,F 10:20AM - 11:10AM,1.0,"CCI,C,SS",ECON,241
ECON 241D,MACHINE LEARNING & ETHNOGRAPHY,dis,2,Departmental Staff,F 10:20AM - 11:10AM,1.0,"CCI,C,SS",ECON,241
ECON 255S,SHAKESPEARE & FIN MKTS,lec,1,John Forlines III,Th 4:40PM - 7:10PM,1.0,"CCI,C,SS",ECON,255
ECON 256,PRACTICAL FINANCIAL MARKETS,lec,1,Emma B Rasiel,W 4:40PM - 7:10PM,1.0,,ECON,256
ECON 285,"DENIAL, FAITH, REASON",lec,1,Dirk Philipsen,TuTh 1:25PM - 2:40PM,1.0,"EI,C",ECON,285
ECON 305,HISTORY INT FIN & MON CRISES,lec,1,Giovanni Zanalda,Th 1:25PM - 3:55PM,1.0,"EI,C,CZ,SS",ECON,305
ECON 309,ANTHROPOLOGY OF MONEY,lec,1,Charles D Piot,TuTh 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ,SS",ECON,309
ECON 311,HISTORY OF ECONOMIC THOUGHT,lec,1,Jason Samuel Brent,MWF 1:25PM - 2:40PM,1.0,"CCI,R,W,C,SS",ECON,311
