Class_Name,Description,Type,id,Professor,Time,Unit,Attributes,Subject,Number
PSY 196FS,PATIENT ACTIVISM AND ADVOCACY,lec,1,Misha Angrist,TuTh 1:25PM - 2:40PM,1.0,"STS,W,C,SS",PSY,196
PSY 202L,RES METH PSYCHOLOG SCI,lec,1,Monika Bauer,TuTh 3:05PM - 4:20PM,1.0,"R,W,SS",PSY,202
PSY 202L,RES METH PSYCHOLOG SCI,lec,2,Monika Bauer,WF 1:25PM - 2:40PM,1.0,"R,W,SS",PSY,202
PSY 202L,RES METH PSYCHOLOG SCI,lab,1,Monika Bauer,W 3:20PM - 4:10PM,1.0,"R,W,SS",PSY,202
PSY 202L,RES METH PSYCHOLOG SCI,lab,2,Monika Bauer,Th 1:40PM - 2:30PM,1.0,"R,W,SS",PSY,202
PSY 207,CHILD CLINICAL PSYCH,lec,1,Michael S Gaffrey,MW 10:05AM - 11:20AM,1.0,SS,PSY,207
PSY 209,STRESS AND COPING,lec,1,Francis J. Keefe,MW 3:05PM - 4:20PM,1.0,SS,PSY,209
PSY 212,FORENSIC PSYCHOLOGY,lec,1,John Blackshear,WF 10:05AM - 11:20AM,1.0,"CCI,SS",PSY,212
PSY 214,EXERCISE AND MENTAL HEALTH,lec,1,Kim N. McNally,MWF 10:20AM - 11:10AM,1.0,"C,NS",PSY,214
PSY 215FS,"CRIME, SCIENCE AND PUBLIC",lec,1,Miriam K Ehrensaft,MW 11:45AM - 1:00PM,1.0,"EI,SS",PSY,215
PSY 220,PSYCHOLOGY OF GENDER,lec,1,Nahal Kaivan,TuTh 3:05PM - 4:20PM,1.0,"CCI,SS",PSY,220
PSY 223,SOCIAL IDENTITIES,lec,1,Sarah Gaither,MW 3:05PM - 4:20PM,1.0,"CCI,W,SS",PSY,223
PSY 226,SEX/GENDER - NATURE/NURTURE,lec,1,"Ara A Wilson, Christina Williams",TuTh 11:45AM - 1:00PM,1.0,"STS,C,NS",PSY,226
PSY 240,EDUCATIONAL PSYCHOLOGY,lec,1,David Michael Malone,W 3:05PM - 5:35PM,1.0,"CCI,EI,SL,C,SS",PSY,240
PSY 240,EDUCATIONAL PSYCHOLOGY,lec,2,Kisha N Daniels,F 10:05AM - 12:35PM,1.0,"CCI,EI,SL,C,SS",PSY,240
PSY 257D,INTRO COGNITIVE NEUROSCI,lec,1,Roberto E Cabeza,MW 3:05PM - 4:20PM,1.0,"C,NS",PSY,257
PSY 257D,INTRO COGNITIVE NEUROSCI,dis,1,Roberto E Cabeza,M 4:55PM - 5:45PM,1.0,"C,NS",PSY,257
PSY 257D,INTRO COGNITIVE NEUROSCI,dis,2,Roberto E Cabeza,Tu 4:55PM - 5:45PM,1.0,"C,NS",PSY,257
PSY 275,FUNDAMENTALS NEUROSCI,lec,1,Thomas Newpher,MW 3:05PM - 4:20PM,1.0,"STS,C,NS",PSY,275
PSY 276,BRAIN AND BEHAVIOR,lec,1,Henry Yin,Tu 3:05PM - 5:35PM,1.0,"C,NS",PSY,276
PSY 277,INSIDE THE DISORDERED BRAIN,lec,1,Ahmad R Hariri,TuTh 11:45AM - 1:00PM,1.0,"C,NS",PSY,277
PSY 279,BEHAVIORAL NEUROIMMUNOLOGY,lec,1,Staci D Bilbo,WF 10:05AM - 11:20AM,1.0,"C,NS",PSY,279
PSY 280S,SOCIAL/AFFECTVE NEUROSCI,lec,1,Kevin S LaBar,TuTh 1:25PM - 2:40PM,1.0,"CCI,C,NS,SS",PSY,280
PSY 288S,MUSIC AS BIOLOGY,lec,1,Dale Purves,TuTh 3:05PM - 4:20PM,1.0,"C,NS",PSY,288
PSY 302L,BRAIN WAVES AND COGNITION,lec,1,Marty G Woldorff,W 3:05PM - 4:20PM,1.0,"R,W,C,NS",PSY,302
PSY 302L,BRAIN WAVES AND COGNITION,lab,1,Marty G Woldorff,W 4:40PM - 6:30PM,1.0,"R,W,C,NS",PSY,302
PSY 303L,FUNCTIONAL NEUROIMAGING,lec,1,Jan (Tobias) Tobias Overath,Tu 8:30AM - 9:45AM,1.0,"R,C,NS",PSY,303
PSY 303L,FUNCTIONAL NEUROIMAGING,lab,1,Jan (Tobias) Tobias Overath,Tu 10:05AM - 11:00AM,1.0,"R,C,NS",PSY,303
PSY 309,RSRCH METHODS IN GLOBAL HEALTH,lec,1,Eric Green,TuTh 10:05AM - 11:20AM,1.0,"R,C,SS",PSY,309
PSY 316S,CLINICAL ISSUES FOR LGBTQ,lec,1,Janie K Long,Th 1:25PM - 3:55PM,1.0,"CCI,C,SS",PSY,316
PSY 319S,PEER HEALTH COACHING,lec,1,Nancy L Zucker,F 8:30AM - 11:00AM,1.0,,PSY,319
PSY 326S,REASON & PASSION IN POLITICS,lec,1,Christopher Johnston,WF 1:25PM - 2:40PM,1.0,SS,PSY,326
PSY 337S,SOCIAL PROCESSES AMONG PEERS,lec,1,Martha Putallaz Sheppard,W 1:25PM - 3:55PM,1.0,"R,SS",PSY,337
PSY 375L,FUNCTIONAL NEUROANATOMY,lab,1,Leonard E White,M 4:40PM - 7:10PM,1.0,"STS,C,NS",PSY,375
PSY 425,PSYCH OF CONSUMERS,lec,1,Angela Vieth,WF 8:30AM - 9:45AM,1.0,"EI,SS",PSY,425
PSY 435S,ROLE RACE/CULTURE ON DEVL,lec,1,Makeba P Wilbourn,Th 11:45AM - 2:15PM,1.0,"CCI,EI,C,SS",PSY,435
PSY 451S,AUTOBIOGRAPHICAL MEMORY,lec,1,David C Rubin,Tu 3:05PM - 5:35PM,1.0,"R,C,NS,SS",PSY,451
PSY 453S,MIND WANDERING AND INATTENTION,lec,1,Paul J Seli,W 3:05PM - 5:35PM,1.0,SS,PSY,453
PSY 461S,NEUROBIO LEARNING/MEMORY,lec,1,Thomas Newpher,TuTh 3:05PM - 4:20PM,1.0,"C,NS",PSY,461
PSY 469S,COG CONTROL/PREFRONTAL CORTEX,lec,1,Tobias Egner,TuTh 1:25PM - 2:40PM,1.0,"R,W,C,NS",PSY,469
PSY 474S,BIO PSYCH OF HUMAN DEVEL,lec,1,Robert J Thompson,W 3:05PM - 5:35PM,1.0,"R,W,SS",PSY,474
PSY 89S,FIRST-YEAR SEMINAR (TOP),lec,1,Robert J Thompson,TuTh 10:05AM - 11:20AM,1.0,,PSY,89
PUBPOL 110,"INFORMATION, SOCIETY & CULTURE",lec,1,Astrid A Giugni,M 8:30AM - 11:00AM,1.0,"STS,C,CZ",PUBPOL,110
PUBPOL 155D,INTRO TO POLICY ANALYSIS,lec,1,Nicholas W Carnes,TuTh 11:45AM - 1:00PM,1.0,SS,PUBPOL,155
PUBPOL 155D,INTRO TO POLICY ANALYSIS,dis,1,Nicholas W Carnes,W 12:00PM - 12:50PM,1.0,SS,PUBPOL,155
PUBPOL 155D,INTRO TO POLICY ANALYSIS,dis,2,Nicholas W Carnes,W 1:40PM - 2:30PM,1.0,SS,PUBPOL,155
PUBPOL 155D,INTRO TO POLICY ANALYSIS,dis,3,Nicholas W Carnes,W 3:20PM - 4:10PM,1.0,SS,PUBPOL,155
PUBPOL 155D,INTRO TO POLICY ANALYSIS,dis,4,Nicholas W Carnes,W 12:00PM - 12:50PM,1.0,SS,PUBPOL,155
PUBPOL 155D,INTRO TO POLICY ANALYSIS,dis,5,Nicholas W Carnes,W 10:20AM - 11:10AM,1.0,SS,PUBPOL,155
PUBPOL 155D,INTRO TO POLICY ANALYSIS,dis,6,Nicholas W Carnes,W 10:20AM - 11:10AM,1.0,SS,PUBPOL,155
PUBPOL 155D,INTRO TO POLICY ANALYSIS,dis,7,Nicholas W Carnes,W 3:20PM - 4:10PM,1.0,SS,PUBPOL,155
PUBPOL 155D,INTRO TO POLICY ANALYSIS,dis,8,Nicholas W Carnes,W 12:00PM - 12:50PM,1.0,SS,PUBPOL,155
PUBPOL 155D,INTRO TO POLICY ANALYSIS,dis,9,Nicholas W Carnes,W 1:40PM - 2:30PM,1.0,SS,PUBPOL,155
PUBPOL 160,INTRO HISTORY MODERN WARFARE,lec,1,Garrett Dale McKinnon,TuTh 3:05PM - 4:20PM,1.0,"EI,C,CZ,SS",PUBPOL,160
PUBPOL 165,INTRO TO US HEALTH CARE SYSTM,lec,1,Nathan A Boucher,W 8:30AM - 11:00AM,1.0,"C,SS",PUBPOL,165
PUBPOL 166D,"INTRO TO IR: SEC, PEACE & CONF",lec,1,Joseph M Grieco,MW 10:20AM - 11:10AM,1.0,"CCI,C,SS",PUBPOL,166
PUBPOL 166D,"INTRO TO IR: SEC, PEACE & CONF",dis,1,Departmental Staff,F 10:20AM - 11:10AM,1.0,"CCI,C,SS",PUBPOL,166
PUBPOL 166D,"INTRO TO IR: SEC, PEACE & CONF",dis,2,Departmental Staff,F 12:00PM - 12:50PM,1.0,"CCI,C,SS",PUBPOL,166
PUBPOL 167FS,"CITIZENSHIP, PATRIOTISM, & ID",lec,1,Ian R Macmullen,MW 1:25PM - 2:40PM,1.0,"EI,C,CZ,SS",PUBPOL,167
PUBPOL 170S,DOC EXPER: A VIDEO APPR,lec,1,Gary Hawkins,W 10:05AM - 12:35PM,1.0,"R,C,ALP,SS",PUBPOL,170
PUBPOL 178,ISRAEL/PALESTINE,lec,1,"Erika S Weinthal, Rebecca Stein",MW 10:05AM - 11:20AM,1.0,"CCI,EI,C,SS",PUBPOL,178
PUBPOL 181FS,HUMAN RIGHTS & WORLD POLITICS,lec,1,Juliette Duara,TuTh 1:25PM - 2:40PM,1.0,"EI,C,SS",PUBPOL,181
PUBPOL 182,PUBLIC SPEAKING,lec,1,Ingrid Byerly,Tu 10:05AM - 12:35PM,1.0,"W,C",PUBPOL,182
PUBPOL 182,PUBLIC SPEAKING,lec,2,Ingrid Byerly,Th 10:05AM - 12:35PM,1.0,"W,C",PUBPOL,182
PUBPOL 183FS,"MEDICAL ETHICS, AGING, EOL",lec,1,Jehanne Gheith,MW 3:05PM - 4:20PM,1.0,"CCI,EI,SL,C,ALP",PUBPOL,183
PUBPOL 185FS,DRUGS AND THE LAW,lec,1,Nicole L Schramm-Sapyta,WF 10:05AM - 11:20AM,1.0,"C,SS",PUBPOL,185
PUBPOL 186FS,ETHICS OF GENOME RESEARCH,lec,1,Susanne B Haga,TuTh 10:05AM - 11:20AM,1.0,"EI,STS,C,SS",PUBPOL,186
PUBPOL 187FS,GLOBALIZATION/CORP CITIZENSHIP,lec,1,Dirk Philipsen,TuTh 10:05AM - 11:20AM,1.0,"EI,C,SS",PUBPOL,187
PUBPOL 196FS,PATIENT ACTIVISM AND ADVOCACY,lec,1,Misha Angrist,TuTh 1:25PM - 2:40PM,1.0,"STS,W,C,SS",PUBPOL,196
PUBPOL 199FS,SCIENCE LAW AND POLICY,lec,1,"Janet Prvu Bettger, Syed (Yousuf) Zafar",MW 3:05PM - 4:20PM,1.0,"CCI,STS,W,C,SS",PUBPOL,199
PUBPOL 206S,ENGAGED CITIZENS/SOCIAL CHANGE,lec,1,Eric J Mlyn,TuTh 1:25PM - 2:40PM,1.0,"CCI,EI,C,SS",PUBPOL,206
PUBPOL 213S,GEOPOLITICS AND CULTURE,lec,1,Erdag M Goknar,MW 3:05PM - 4:20PM,1.0,"CCI,C,ALP,CZ",PUBPOL,213
PUBPOL 214,SOUTH AFRICA: PAST AND FUTURE,lec,1,Karin Shapiro,MW 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ,SS",PUBPOL,214
PUBPOL 220,IMMIGRANT DREAMS/US REALITIES,lec,1,Gunther W Peck,WF 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ,SS",PUBPOL,220
PUBPOL 223,GLOBAL RUSSIA,lec,1,Michael Newcity,MW 3:05PM - 4:20PM,1.0,"CCI,EI,C,CZ,SS",PUBPOL,223
PUBPOL 232S,THE INSURGENT SOUTH,lec,1,Nancy K MacLean,M 10:05AM - 12:35PM,1.0,"C,CZ,SS",PUBPOL,232
PUBPOL 242S,CHILD POLICY RESEARCH,lec,1,Megan M Golonka,TuTh 11:45AM - 1:00PM,1.0,"R,C,SS",PUBPOL,242
PUBPOL 243S,"CHILDREN, SCHOOLS AND SOCIETY",lec,1,Susan R Wynn,TuTh 11:45AM - 1:00PM,1.0,"CCI,EI,W,SL,C,SS",PUBPOL,243
PUBPOL 250FS,"LAW, ETHICS & RESPONSIBILITY",lec,1,Michael Newcity,MW 1:25PM - 2:40PM,1.0,"EI,STS,C,SS",PUBPOL,250
PUBPOL 256,SOCIAL INNOVATION,lec,1,Matthew T Nash,W 3:05PM - 5:35PM,1.0,"EI,C,SS",PUBPOL,256
PUBPOL 256,SOCIAL INNOVATION,lec,2,Matthew T Nash,W 10:05AM - 12:35PM,1.0,"EI,C,SS",PUBPOL,256
PUBPOL 257S,SHAKESPEARE & FIN MKTS,lec,1,John Forlines III,Th 4:40PM - 7:10PM,1.0,"CCI,C,SS",PUBPOL,257
PUBPOL 259S,WOMEN AS LEADERS,lec,1,Suzanne Katzenstein,TuTh 10:05AM - 11:20AM,1.0,"W,SS",PUBPOL,259
PUBPOL 260S,LEADERSHIP/POLICY/CHANGE,lec,1,Shane T Stansbury,Tu 4:40PM - 7:10PM,1.0,"EI,SS",PUBPOL,260
PUBPOL 265S,ENTERPRISING LEADERSHIP,lec,1,Anthony S Brown,M 3:05PM - 5:35PM,1.0,"EI,SL,SS",PUBPOL,265
PUBPOL 270S,POLITICAL PARTIC/LDRSHP,lec,1,Lalita M Kaligotla,TuTh 1:25PM - 2:40PM,1.0,"EI,SS",PUBPOL,270
PUBPOL 282S,SOCIAL ENGINEERING & MOVEMENTS,lec,1,Mustafa O Tuna,TuTh 1:25PM - 2:40PM,1.0,"CCI,EI,C,CZ,SS",PUBPOL,282
PUBPOL 284,"DENIAL, FAITH, REASON",lec,1,Dirk Philipsen,TuTh 1:25PM - 2:40PM,1.0,"EI,C",PUBPOL,284
PUBPOL 285S,COMPARATIVE URBAN POLITICS,lec,1,"Kerry L Haynie, Ralph Bruce Lawrence",Th 10:05AM - 12:35PM,1.0,"CCI,EI,C,SS",PUBPOL,285
PUBPOL 288,INTERNATIONAL TRADE,lec,1,Rafael Dix Carneiro,TuTh 8:30AM - 9:45AM,1.0,"CCI,STS,C,SS",PUBPOL,288
PUBPOL 290S-1,PUBLIC POLICY (SEL TOP),lec,1,Carol F Fox,Tu 3:05PM - 5:35PM,0.5,,PUBPOL,290
PUBPOL 301,POL ANALY PUB POL MAKING,lec,1,Kristin A Goss,TuTh 10:05AM - 11:20AM,1.0,"W,C,SS",PUBPOL,301
PUBPOL 301,POL ANALY PUB POL MAKING,lec,2,Departmental Staff,MW 4:40PM - 5:55PM,1.0,"W,C,SS",PUBPOL,301
PUBPOL 301,POL ANALY PUB POL MAKING,dis,1,Kristin A Goss,F 3:20PM - 4:10PM,1.0,"W,C,SS",PUBPOL,301
PUBPOL 301,POL ANALY PUB POL MAKING,dis,2,Kristin A Goss,F 1:40PM - 2:30PM,1.0,"W,C,SS",PUBPOL,301
PUBPOL 301,POL ANALY PUB POL MAKING,dis,3,Kristin A Goss,F 1:40PM - 2:30PM,1.0,"W,C,SS",PUBPOL,301
PUBPOL 301,POL ANALY PUB POL MAKING,dis,4,Departmental Staff,F 12:00PM - 12:50PM,1.0,"W,C,SS",PUBPOL,301
PUBPOL 301,POL ANALY PUB POL MAKING,dis,5,Departmental Staff,F 1:40PM - 2:30PM,1.0,"W,C,SS",PUBPOL,301
PUBPOL 301,POL ANALY PUB POL MAKING,dis,6,Departmental Staff,F 10:20AM - 11:10AM,1.0,"W,C,SS",PUBPOL,301
PUBPOL 302D,POL CHOICE/VAL CONFLICT,lec,1,Simon Miles,M 4:40PM - 7:10PM,1.0,"EI,SS",PUBPOL,302
PUBPOL 302D,POL CHOICE/VAL CONFLICT,lec,2,Jay A Pearson,TuTh 1:25PM - 2:40PM,1.0,"EI,SS",PUBPOL,302
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,1,Simon Miles,F 10:20AM - 11:10AM,1.0,"EI,SS",PUBPOL,302
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,2,Simon Miles,F 12:00PM - 12:50PM,1.0,"EI,SS",PUBPOL,302
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,3,Simon Miles,F 1:40PM - 2:30PM,1.0,"EI,SS",PUBPOL,302
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,4,Jay A Pearson,F 10:20AM - 11:10AM,1.0,"EI,SS",PUBPOL,302
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,5,Jay A Pearson,F 1:40PM - 2:30PM,1.0,"EI,SS",PUBPOL,302
PUBPOL 302D,POL CHOICE/VAL CONFLICT,dis,6,Jay A Pearson,F 10:20AM - 11:10AM,1.0,"EI,SS",PUBPOL,302
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,lec,1,Departmental Staff,MW 10:05AM - 11:20AM,1.0,SS,PUBPOL,303
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,lec,2,Departmental Staff,TuTh 1:25PM - 2:40PM,1.0,SS,PUBPOL,303
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,dis,1,Departmental Staff,Tu 1:40PM - 2:30PM,1.0,SS,PUBPOL,303
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,dis,2,Departmental Staff,Tu 1:40PM - 2:30PM,1.0,SS,PUBPOL,303
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,dis,3,Departmental Staff,Tu 12:00PM - 12:50PM,1.0,SS,PUBPOL,303
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,dis,4,Departmental Staff,F 12:00PM - 12:50PM,1.0,SS,PUBPOL,303
PUBPOL 303D,MICROECONOMIC POLICY TOOLS,dis,5,Departmental Staff,F 1:40PM - 2:30PM,1.0,SS,PUBPOL,303
PUBPOL 304,ECON OF THE PUB SEC,lec,1,Marc A Jeuland,MW 10:05AM - 11:20AM F 12:00PM - 12:50PM,1.0,"C,SS",PUBPOL,304
PUBPOL 304,ECON OF THE PUB SEC,lec,2,William A Darity,TuTh 1:25PM - 2:40PM F 12:00PM - 12:50PM,1.0,"C,SS",PUBPOL,304
PUBPOL 306,ANTHROPOLOGY OF MONEY,lec,1,Charles D Piot,TuTh 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ,SS",PUBPOL,306
PUBPOL 313D,RELIGION RESTRICTIONS VIOLENCE,lec,1,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",Tu 3:05PM - 5:35PM,1.0,"CCI,EI,C,CZ",PUBPOL,313
PUBPOL 313D,RELIGION RESTRICTIONS VIOLENCE,dis,1,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",W 8:30AM - 9:20AM,1.0,"CCI,EI,C,CZ",PUBPOL,313
PUBPOL 313D,RELIGION RESTRICTIONS VIOLENCE,dis,2,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",W 10:05AM - 10:55AM,1.0,"CCI,EI,C,CZ",PUBPOL,313
PUBPOL 313D,RELIGION RESTRICTIONS VIOLENCE,dis,3,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",Th 8:30AM - 9:20AM,1.0,"CCI,EI,C,CZ",PUBPOL,313
PUBPOL 313D,RELIGION RESTRICTIONS VIOLENCE,dis,4,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",Th 10:05AM - 10:55AM,1.0,"CCI,EI,C,CZ",PUBPOL,313
PUBPOL 317S,ILLIBERAL NONDEMOCRACIES,lec,1,Mustafa O Tuna,TuTh 3:05PM - 4:20PM,1.0,"CCI,C,CZ,SS",PUBPOL,317
PUBPOL 327S,APARTHEID S-AFRICA/DEMOCRACY,lec,1,Karin Shapiro,M 1:25PM - 3:55PM,1.0,"CCI,EI,R,C,CZ,SS",PUBPOL,327
PUBPOL 330,GLOBAL HEALTH ETHICS,lec,1,Kathryn Whetten,TuTh 8:30AM - 9:45AM,1.0,"EI,C,SS",PUBPOL,330
PUBPOL 343,DATA JOURNALISM,lec,1,"Jeremy Bowers, Michael T Dukes",F 11:45AM - 2:15PM,1.0,"STS,C,SS",PUBPOL,343
PUBPOL 363S,LEGAL ISSUES - PERFORMING ARTS,lec,1,Daniel M Ellison,WF 1:25PM - 2:40PM,1.0,"EI,C,SS",PUBPOL,363
PUBPOL 365S,VIDEO JOURNALISM,lec,1,Lynn Owens,F 11:45AM - 2:15PM,1.0,"C,ALP,SS",PUBPOL,365
PUBPOL 366S,MAGAZINE JOURNALISM,lec,1,David A Graham,WF 11:45AM - 1:00PM,1.0,"W,C,SS",PUBPOL,366
PUBPOL 367S,NEWS WRITING AND REPORTING,lec,1,Mark Stencel,W 3:05PM - 5:35PM,1.0,"R,W,C,SS",PUBPOL,367
PUBPOL 371,NEWS/MORAL BATTLEGROUND,lec,1,Departmental Staff,M 3:05PM - 5:35PM,1.0,"EI,R,W,C,SS",PUBPOL,371
PUBPOL 377S,MEDICINE AND DOCUMENTARY PHOTO,lec,1,John W Moses Jr.,Tu 6:15PM - 8:45PM,1.0,"C,ALP",PUBPOL,377
PUBPOL 397S,ADVANCED REPORTING,lec,1,William R Adair,MW 1:25PM - 2:40PM,1.0,"W,C",PUBPOL,397
PUBPOL 410,POLICY JOURNALISM/MEDIA ST,lec,1,Philip M Napoli,Tu 3:05PM - 5:35PM,1.0,"R,C,SS",PUBPOL,410
PUBPOL 415,ADAPTIVE LEADERSHIP,lec,1,Nicholas W Carnes,TuTh 3:05PM - 4:20PM,1.0,"EI,R,W,SS",PUBPOL,415
PUBPOL 496S,HONORS SEMINAR,lec,1,Dirk Philipsen,F 3:05PM - 5:35PM,1.0,"R,W,SS",PUBPOL,496
PUBPOL 496S,HONORS SEMINAR,lec,2,Christina Gibson-Davis,F 3:05PM - 5:35PM,1.0,"R,W,SS",PUBPOL,496
PUBPOL 496S,HONORS SEMINAR,lec,3,Alison Hagy,F 3:05PM - 5:35PM,1.0,"R,W,SS",PUBPOL,496
PUBPOL 496S,HONORS SEMINAR,lec,4,Kenneth S Rogerson,F 3:05PM - 5:35PM,1.0,"R,W,SS",PUBPOL,496
RELIGION 101,INTRO TO RELIGIOUS STUDIES,lec,1,David Ashley Morgan,MW 3:05PM - 4:20PM,1.0,"CCI,EI,CZ",RELIGION,101
RELIGION 110,"SELF, SOCIETY, ART IN HINDUISM",lec,1,Leela Prasad,WF 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ",RELIGION,110
RELIGION 120,BUDDHISM,lec,1,Rebecca Mendelson,TuTh 11:45AM - 1:00PM,1.0,"CCI,EI,C,CZ",RELIGION,120
RELIGION 155,THE NEW TESTAMENT,lec,1,Jennifer W Knust,MW 1:25PM - 2:40PM,1.0,"CCI,EI,CZ",RELIGION,155
RELIGION 181,SILK ROADS AND CHINA,lec,1,Sucheta Mazumdar,TuTh 1:25PM - 2:40PM,1.0,"CCI,C,CZ",RELIGION,181
RELIGION 190FS,FOCUS SEMINARS (TOP),lec,1,Marc Zvi Brettler,TuTh 3:05PM - 4:20PM,1.0,,RELIGION,190
RELIGION 190FS,FOCUS SEMINARS (TOP),lec,2,Malachi H Hacohen,TuTh 1:25PM - 2:40PM,1.0,,RELIGION,190
RELIGION 213S,SHAMANISM & SPIRIT POSESSION,lec,1,John R Freeman,MW 11:45AM - 1:00PM,1.0,"CCI,EI,R,C,CZ,SS",RELIGION,213
RELIGION 237,RELIGION IN AMER LIFE,lec,1,Andrew T Coates,Th 10:05AM - 12:35PM,1.0,"EI,C,CZ",RELIGION,237
RELIGION 240SL,W AFR ROOTHOLDS IN DANCE,lec,1,Ava Vinesett,W 10:05AM - 11:20AM,1.0,"CCI,C,ALP,CZ",RELIGION,240
RELIGION 240SL,W AFR ROOTHOLDS IN DANCE,lab,1,Ava Vinesett,TuTh 4:40PM - 5:55PM,1.0,"CCI,C,ALP,CZ",RELIGION,240
RELIGION 240SL,W AFR ROOTHOLDS IN DANCE,lab,2,Ava Vinesett,MW 6:15PM - 7:30PM,1.0,"CCI,C,ALP,CZ",RELIGION,240
RELIGION 247,T'AI CHI AND CHINESE THOUGHT,lec,1,David N Need,M 4:40PM - 7:10PM,1.0,"CCI,C,CZ",RELIGION,247
RELIGION 263,MYSTICAL LITERATURE,lec,1,Omid Safi,W 4:40PM - 7:10PM,1.0,"CCI,C,ALP",RELIGION,263
RELIGION 266S,HARRY POTTER AND RELIGION,lec,1,Larissa Soares Carneiro,WF 1:25PM - 2:40PM,1.0,CZ,RELIGION,266
RELIGION 270,BLACK GODS AND KINGS,lec,1,James Lorand Matory,Th 3:05PM - 5:35PM,1.0,"CCI,EI,C,CZ,SS",RELIGION,270
RELIGION 283,HISTORY AND CULTURE OF IRAN,lec,1,Omid Safi,MW 1:25PM - 2:40PM,1.0,"CCI,R,C,ALP,CZ",RELIGION,283
RELIGION 301D,RELIGION RESTRICTIONS VIOLENCE,lec,1,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",Tu 3:05PM - 5:35PM,1.0,"CCI,EI,C,CZ",RELIGION,301
RELIGION 301D,RELIGION RESTRICTIONS VIOLENCE,dis,1,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",W 8:30AM - 9:20AM,1.0,"CCI,EI,C,CZ",RELIGION,301
RELIGION 301D,RELIGION RESTRICTIONS VIOLENCE,dis,2,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",W 10:05AM - 10:55AM,1.0,"CCI,EI,C,CZ",RELIGION,301
RELIGION 301D,RELIGION RESTRICTIONS VIOLENCE,dis,3,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",Th 8:30AM - 9:20AM,1.0,"CCI,EI,C,CZ",RELIGION,301
RELIGION 301D,RELIGION RESTRICTIONS VIOLENCE,dis,4,"Ellen F Davis, Laura S Lieber, Tuncay A Antepli",Th 10:05AM - 10:55AM,1.0,"CCI,EI,C,CZ",RELIGION,301
RELIGION 328,BUDDHISM AND SEXUALITY,lec,1,David N Need,TuTh 3:05PM - 4:20PM,1.0,"CCI,EI,C,CZ",RELIGION,328
RELIGION 342,THE HOLOCAUST,lec,1,Departmental Staff,WF 11:45AM - 1:00PM,1.0,"CCI,EI,STS,C,CZ",RELIGION,342
RELIGION 373S,ISLAM MYS:PERSO-IND/EAST,lec,1,Mona F Hassan,MW 10:05AM - 11:20AM,1.0,"CCI,EI,C,CZ",RELIGION,373
RELIGION 377S,RELIGION & POLITICS,lec,1,Mohsen Kadivar,MW 4:40PM - 5:55PM,1.0,"CCI,EI,C,CZ",RELIGION,377
RELIGION 399S,TONI MORRISON,lec,1,Joseph Winters,Tu 3:05PM - 5:35PM,1.0,"CCI,EI,C,ALP,CZ",RELIGION,399
RIGHTS 111FS,RETHINKING SCHOOL: SOC JUSTICE,lec,1,"David Michael Malone, Jan Riggsbee",TuTh 11:45AM - 1:45PM,1.0,"CCI,EI,SL,C,SS",RIGHTS,111
RIGHTS 112FS,"MEDICAL ETHICS, AGING, EOL",lec,1,Jehanne Gheith,MW 3:05PM - 4:20PM,1.0,"CCI,EI,SL,C,ALP",RIGHTS,112
RIGHTS 113FS,ENTERPRISING CIVIC ENGAGEMENT,lec,1,Lisa Beth Bergene,WF 10:05AM - 11:20AM,1.0,"EI,SL,C,SS",RIGHTS,113
RIGHTS 148,ISRAEL/PALESTINE,lec,1,"Erika S Weinthal, Rebecca Stein",MW 10:05AM - 11:20AM,1.0,"CCI,EI,C,SS",RIGHTS,148
RIGHTS 201S,ENGAGED CITIZENS/SOCIAL CHANGE,lec,1,Eric J Mlyn,TuTh 1:25PM - 2:40PM,1.0,"CCI,EI,C,SS",RIGHTS,201
RIGHTS 204FS,DOCUMENTING THE MIDDLE EAST,lec,1,Nancy Kalow,WF 10:05AM - 11:20AM,1.0,"CCI,R,C,ALP,CZ",RIGHTS,204
